"FID"	"IID"	"Sigs160.Wolf_CD8.CD68.ratio"	"Sigs160.Wolf_CD8.PCA.16704732"	"Sigs160.Wolf_CD8A"	"Sigs160.Wolf_CHANG.CORE.SERUM.RESPONSE.UP"	"Sigs160.Wolf_Chemokine12.score"
"TCGA-PK-A5H9"	"TCGA-PK-A5H9"	0.0825	-0.6375	-1.071	-0.4195	-1.4441
"TCGA-OR-A5KU"	"TCGA-OR-A5KU"	0.3324	-1.5497	-2.902	-0.215	-3.0522
"TCGA-OR-A5L4"	"TCGA-OR-A5L4"	-0.1713	-1.2393	-2.331	-0.0855	-2.0028
"TCGA-OR-A5LC"	"TCGA-OR-A5LC"	-0.3891	-1.4832	-2.431	0.1735	-1.8969
"TCGA-OR-A5LL"	"TCGA-OR-A5LL"	1.2147	-2.0396	-2.432	-0.3775	-2.9266
"TCGA-OR-A5LT"	"TCGA-OR-A5LT"	-2.0424	-1.6185	-2.164	-0.1445	-2.3991
"TCGA-PK-A5HA"	"TCGA-PK-A5HA"	-0.648	-0.0098	0.076	-0.218	-1.8061
"TCGA-OR-A5KV"	"TCGA-OR-A5KV"	2.1331	-1.6198	0.459	-0.0305	-3.3441
"TCGA-OR-A5L5"	"TCGA-OR-A5L5"	-0.163	0.2065	-0.026	-0.146	-0.1526
"TCGA-OR-A5LD"	"TCGA-OR-A5LD"	1.128	-1.661	-3.533	-0.083	-3.2111
"TCGA-OR-A5LM"	"TCGA-OR-A5LM"	-0.3385	-1.6502	-2.234	-0.026	-2.3533
"TCGA-OU-A5PI"	"TCGA-OU-A5PI"	1.0245	-1.7658	-1.888	-0.224	-2.4057
"TCGA-PK-A5HB"	"TCGA-PK-A5HB"	-2.484	-1.9025	-3.157	0.106	-3.2618
"TCGA-OR-A5KW"	"TCGA-OR-A5KW"	-0.4526	-1.9526	-3.537	-0.0715	-2.1545
"TCGA-OR-A5L6"	"TCGA-OR-A5L6"	-1.4158	-0.2979	-1.774	-0.061	-1.9408
"TCGA-OR-A5LE"	"TCGA-OR-A5LE"	1.1088	-2.6154	-3.3	0.07	-3.1543
"TCGA-OR-A5LN"	"TCGA-OR-A5LN"	0.6461	0.52	0.817	-0.192	-1.3437
"TCGA-P6-A5OF"	"TCGA-P6-A5OF"	0.2009	-1.5653	-1.803	-0.154	-2.6625
"TCGA-PK-A5H8"	"TCGA-PK-A5H8"	-1.1646	-1.9339	-2.568	-0.0355	-2.0004
"TCGA-OR-A5KX"	"TCGA-OR-A5KX"	-0.6099	-1.6092	-2.805	-0.1775	-3.315
"TCGA-OR-A5L8"	"TCGA-OR-A5L8"	1.2221	-1.9217	-2.793	-0.273	-3.1122
"TCGA-OR-A5LG"	"TCGA-OR-A5LG"	0.4076	-0.8946	-0.741	-0.109	-2.0852
"TCGA-OR-A5LR"	"TCGA-OR-A5LR"	-1.4934	-0.9629	-1.434	-0.2525	-1.6123
"TCGA-OR-A5K9"	"TCGA-OR-A5K9"	0.2452	-2.6787	-2.477	0.003	-3.3577
"TCGA-OR-A5KY"	"TCGA-OR-A5KY"	-0.0903	-1.4176	-1.191	0.1455	-1.8257
"TCGA-OR-A5L9"	"TCGA-OR-A5L9"	0.5317	0.0847	-0.319	-0.3875	-0.4767
"TCGA-OR-A5LP"	"TCGA-OR-A5LP"	-0.8836	-0.5571	-0.834	-0.2365	-1.212
"TCGA-PA-A5YG"	"TCGA-PA-A5YG"	0.3042	0.3316	0.653	-0.2205	-0.5262
"TCGA-OR-A5LJ"	"TCGA-OR-A5LJ"	2.509	-0.4935	1.038	-0.053	-1.2144
"TCGA-OR-A5KO"	"TCGA-OR-A5KO"	-0.202	-2.1312	-2.705	0.1005	-3.2567
"TCGA-OR-A5KZ"	"TCGA-OR-A5KZ"	0.4405	-1.0063	-1.57	0.276	-1.9094
"TCGA-OR-A5LA"	"TCGA-OR-A5LA"	-0.0288	0.2247	-0.184	-0.2105	-0.5826
"TCGA-DB-A64P"	"TCGA-DB-A64P"	-1.817	-2.0043	-2.855	-0.21	-1.5554
"TCGA-DB-A64X"	"TCGA-DB-A64X"	-0.3588	-2.0273	-2.352	-0.1845	-2.2606
"TCGA-HT-A617"	"TCGA-HT-A617"	-0.6216	-0.489	-0.482	-0.1915	-0.3478
"TCGA-QH-A65Z"	"TCGA-QH-A65Z"	0.036	-2.1423	-2.262	-0.3735	-1.9732
"TCGA-FG-A60K"	"TCGA-FG-A60K"	-1.3084	-1.8869	-2.973	-0.372	-2.9987
"TCGA-DH-A66F"	"TCGA-DH-A66F"	-1.1832	-2.1802	-2.643	-0.353	-2.3948
"TCGA-DB-A64R"	"TCGA-DB-A64R"	-0.9931	-2.4069	-3.166	-0.4305	-2.7625
"TCGA-HT-A61B"	"TCGA-HT-A61B"	-2.6051	-1.2362	-2.809	0.045	-1.7761
"TCGA-HT-A614"	"TCGA-HT-A614"	-1.4787	-1.9616	-2.616	-0.271	-2.4888
"TCGA-DB-A64U"	"TCGA-DB-A64U"	-1.7141	-2.3321	-3.352	-0.3625	-2.3852
"TCGA-QH-A65S"	"TCGA-QH-A65S"	-2.003	-1.9872	-2.723	-0.241	-2.6672
"TCGA-HT-A615"	"TCGA-HT-A615"	-0.947	-0.777	-1.279	-0.301	-1.8478
"TCGA-DB-A64V"	"TCGA-DB-A64V"	-0.7113	-0.3362	-0.49	-0.2615	-1.3358
"TCGA-DB-A64L"	"TCGA-DB-A64L"	0.3245	-0.5493	-1.068	-0.2385	-1.4322
"TCGA-HT-A61C"	"TCGA-HT-A61C"	-0.0846	-0.4517	0.03	0.2215	-0.85
"TCGA-DB-A64O"	"TCGA-DB-A64O"	-1.0529	-1.8147	-2.033	-0.2675	-2.557
"TCGA-DB-A64W"	"TCGA-DB-A64W"	1.8507	-2.2962	-1.682	-0.1565	-3.6365
"TCGA-HT-A616"	"TCGA-HT-A616"	0.671	-1.9955	-1.076	-0.379	-2.4302
"TCGA-HC-A632"	"TCGA-HC-A632"	0.8171	0.1069	0.129	-0.092	0.1423
"TCGA-HC-8213"	"TCGA-HC-8213"	1.4946	-1.4089	-1.271	-0.0225	-1.2033
"TCGA-HC-8216"	"TCGA-HC-8216"	0.739	0.055	0.436	-0.064	0.6556
"TCGA-EJ-A65G"	"TCGA-EJ-A65G"	1.9569	-1.308	-0.988	-0.2015	-1.3262
"TCGA-KK-A59X"	"TCGA-KK-A59X"	-0.1821	-1.1297	-1.512	5e-04	-0.7055
"TCGA-KK-A59V"	"TCGA-KK-A59V"	NA	NA	NA	NA	NA
"TCGA-EJ-A65E"	"TCGA-EJ-A65E"	1.4903	-0.6228	-0.319	-0.097	-0.5382
"TCGA-EJ-A65M"	"TCGA-EJ-A65M"	NA	NA	NA	NA	NA
"TCGA-HC-A631"	"TCGA-HC-A631"	1.9342	-0.9709	-0.893	-0.065	-0.8048
"TCGA-HC-7817"	"TCGA-HC-7817"	NA	NA	NA	NA	NA
"TCGA-FC-7961"	"TCGA-FC-7961"	0.6708	-0.6267	0.155	-0.089	-1.1548
"TCGA-FC-A5OB"	"TCGA-FC-A5OB"	0.2787	-2.0187	-2.95	-0.04	-2.4908
"TCGA-EE-A2MP"	"TCGA-EE-A2MP"	NA	NA	NA	NA	NA
"TCGA-EE-A2MQ"	"TCGA-EE-A2MQ"	NA	NA	NA	NA	NA
"TCGA-EE-A2MT"	"TCGA-EE-A2MT"	NA	NA	NA	NA	NA
"TCGA-EE-A2ML"	"TCGA-EE-A2ML"	NA	NA	NA	NA	NA
"TCGA-77-7140"	"TCGA-77-7140"	-0.4877	-0.0895	-0.924	0.3775	0.4977
"TCGA-EE-A2MN"	"TCGA-EE-A2MN"	NA	NA	NA	NA	NA
"TCGA-EE-A2MS"	"TCGA-EE-A2MS"	NA	NA	NA	NA	NA
"TCGA-D3-A3CC"	"TCGA-D3-A3CC"	NA	NA	NA	NA	NA
"TCGA-EE-A3AC"	"TCGA-EE-A3AC"	NA	NA	NA	NA	NA
"TCGA-EE-A3AD"	"TCGA-EE-A3AD"	NA	NA	NA	NA	NA
"TCGA-EE-A3AF"	"TCGA-EE-A3AF"	NA	NA	NA	NA	NA
"TCGA-60-2703"	"TCGA-60-2703"	-0.2628	-0.4275	-0.667	0.271	-0.1916
"TCGA-ER-A2NC"	"TCGA-ER-A2NC"	NA	NA	NA	NA	NA
"TCGA-D3-A3C3"	"TCGA-D3-A3C3"	NA	NA	NA	NA	NA
"TCGA-D3-A3BZ"	"TCGA-D3-A3BZ"	NA	NA	NA	NA	NA
"TCGA-D3-A3C1"	"TCGA-D3-A3C1"	NA	NA	NA	NA	NA
"TCGA-D3-A3C6"	"TCGA-D3-A3C6"	NA	NA	NA	NA	NA
"TCGA-D3-A3C7"	"TCGA-D3-A3C7"	NA	NA	NA	NA	NA
"TCGA-EE-A2MM"	"TCGA-EE-A2MM"	NA	NA	NA	NA	NA
"TCGA-EE-A2MR"	"TCGA-EE-A2MR"	NA	NA	NA	NA	NA
"TCGA-EE-A3AB"	"TCGA-EE-A3AB"	NA	NA	NA	NA	NA
"TCGA-EE-A3AE"	"TCGA-EE-A3AE"	NA	NA	NA	NA	NA
"TCGA-EE-A3AG"	"TCGA-EE-A3AG"	NA	NA	NA	NA	NA
"TCGA-EE-A3AH"	"TCGA-EE-A3AH"	NA	NA	NA	NA	NA
"TCGA-ER-A2ND"	"TCGA-ER-A2ND"	NA	NA	NA	NA	NA
"TCGA-51-6867"	"TCGA-51-6867"	0.5474	0.8612	1.461	0.2215	1.0614
"TCGA-77-7138"	"TCGA-77-7138"	-0.842	-0.4375	-1.109	0.362	-0.0461
"TCGA-77-7139"	"TCGA-77-7139"	0.5981	-0.0696	0.257	0.4225	0.5345
"TCGA-77-7141"	"TCGA-77-7141"	0.4781	-0.2114	0.439	0.179	0.8656
"TCGA-60-2704"	"TCGA-60-2704"	-0.3103	0.8236	1.361	0.0055	1.9332
"TCGA-D3-A3CE"	"TCGA-D3-A3CE"	NA	NA	NA	NA	NA
"TCGA-D3-A3CF"	"TCGA-D3-A3CF"	NA	NA	NA	NA	NA
"TCGA-ER-A2NB"	"TCGA-ER-A2NB"	-0.0822	1.6117	1.509	-0.112	0.6169
"TCGA-ER-A2NE"	"TCGA-ER-A2NE"	NA	NA	NA	NA	NA
"TCGA-HR-A2OH"	"TCGA-HR-A2OH"	NA	NA	NA	NA	NA
"TCGA-HR-A2OG"	"TCGA-HR-A2OG"	NA	NA	NA	NA	NA
"TCGA-D3-A3CB"	"TCGA-D3-A3CB"	NA	NA	NA	NA	NA
"TCGA-EE-A2MK"	"TCGA-EE-A2MK"	NA	NA	NA	NA	NA
"TCGA-EE-A2MU"	"TCGA-EE-A2MU"	NA	NA	NA	NA	NA
"TCGA-ER-A2NG"	"TCGA-ER-A2NG"	NA	NA	NA	NA	NA
"TCGA-DJ-A3V8"	"TCGA-DJ-A3V8"	0.4917	-0.6908	-0.66	-0.193	-1.1775
"TCGA-DJ-A3V9"	"TCGA-DJ-A3V9"	0.3102	-0.1697	-0.321	-0.23	-0.1578
"TCGA-DJ-A3VA"	"TCGA-DJ-A3VA"	1.4489	0.0639	0.286	-0.2585	-0.5653
"TCGA-DJ-A3VD"	"TCGA-DJ-A3VD"	0.3236	0.8837	1.275	-0.2005	1.4681
"TCGA-DJ-A3VB"	"TCGA-DJ-A3VB"	0.5865	0.586	0.38	-0.172	0.2068
"TCGA-DJ-A3VE"	"TCGA-DJ-A3VE"	0.8088	-0.2526	-0.717	-0.283	-1.1275
"TCGA-BT-A42B"	"TCGA-BT-A42B"	NA	NA	NA	NA	NA
"TCGA-BT-A42C"	"TCGA-BT-A42C"	-0.8862	-1.1505	-1.86	0.273	-1.6031
"TCGA-GV-A40E"	"TCGA-GV-A40E"	0.4549	0.092	-0.04	0.4415	-0.0234
"TCGA-DK-A3WW"	"TCGA-DK-A3WW"	0.0099	1.9032	2.247	0.3755	1.7332
"TCGA-GV-A40G"	"TCGA-GV-A40G"	-1.5991	-1.3653	-2.665	0.217	-2.4102
"TCGA-FJ-A3ZE"	"TCGA-FJ-A3ZE"	1.0934	-1.8469	-1.619	0.0985	-2.8125
"TCGA-FJ-A3ZF"	"TCGA-FJ-A3ZF"	4.0785	-1.6161	-1.761	0.1725	-2.6127
"TCGA-GC-A3YS"	"TCGA-GC-A3YS"	-0.7431	0.2674	-0.978	0.313	-0.455
"TCGA-BR-8676"	"TCGA-BR-8676"	NA	NA	NA	NA	NA
"TCGA-BR-8486"	"TCGA-BR-8486"	-1.1048	0.2807	-0.504	0.0915	0.5099
"TCGA-BR-8678"	"TCGA-BR-8678"	1.0042	0.0187	0.279	0.3095	0.6776
"TCGA-FP-8631"	"TCGA-FP-8631"	-1.5176	-1.0863	-1.607	0.192	-0.8077
"TCGA-BR-8588"	"TCGA-BR-8588"	0.4991	0.6619	1.559	0.121	1.0683
"TCGA-BR-8589"	"TCGA-BR-8589"	0.7239	1.4471	3.018	0.299	1.5363
"TCGA-BR-8680"	"TCGA-BR-8680"	0.5759	-1.2765	-0.907	0.348	-0.6822
"TCGA-HU-8604"	"TCGA-HU-8604"	0.2999	1.6322	2.112	0.3115	1.7852
"TCGA-BR-8590"	"TCGA-BR-8590"	-0.1235	0.494	1.301	0.042	0.6847
"TCGA-BR-8682"	"TCGA-BR-8682"	-0.1953	-0.0457	0.442	-0.33	0.2893
"TCGA-HU-8608"	"TCGA-HU-8608"	0.2466	1.4227	2.486	0.161	2.0849
"TCGA-HU-8602"	"TCGA-HU-8602"	0.0061	0.7327	0.866	0.233	1.0377
"TCGA-BR-8591"	"TCGA-BR-8591"	-0.0118	0.374	0.003	0.12	1.117
"TCGA-BR-8683"	"TCGA-BR-8683"	0.5246	0.1991	1.272	-0.022	0.6234
"TCGA-HU-8610"	"TCGA-HU-8610"	-0.4156	0.6152	0.162	-0.1325	0.9186
"TCGA-BR-8484"	"TCGA-BR-8484"	0.2015	0.8133	1.563	0.0355	1.1827
"TCGA-BR-8592"	"TCGA-BR-8592"	0.4188	0.2344	0.835	-0.2645	0.0766
"TCGA-BR-8686"	"TCGA-BR-8686"	0.8401	1.2122	2.224	-0.109	1.1698
"TCGA-IN-8663"	"TCGA-IN-8663"	0.4929	-1.0989	-0.64	0.0805	-0.7159
"TCGA-AX-A05Z"	"TCGA-AX-A05Z"	0.6657	1.6959	2.388	0.074	1.675
"TCGA-BK-A0C9"	"TCGA-BK-A0C9"	0.3081	0.4125	0.788	0.085	0.4703
"TCGA-AP-A051"	"TCGA-AP-A051"	0.3538	-0.0131	0.347	0.216	0.5922
"TCGA-AP-A05D"	"TCGA-AP-A05D"	-0.4492	0.3929	0.336	0.091	0.2728
"TCGA-AP-A05A"	"TCGA-AP-A05A"	0.16	-1.2355	-2.583	0.067	-1.6568
"TCGA-BK-A0CC"	"TCGA-BK-A0CC"	-0.2917	-1.0577	-1.818	0.188	-1.2537
"TCGA-AP-A05N"	"TCGA-AP-A05N"	0.7602	-0.8952	-0.765	0.252	-1.3073
"TCGA-AP-A05J"	"TCGA-AP-A05J"	0.5637	-0.9162	-1.737	0.042	-1.3753
"TCGA-AP-A056"	"TCGA-AP-A056"	0.1797	0.4936	0.701	0.322	0.8826
"TCGA-AP-A052"	"TCGA-AP-A052"	-0.9771	-0.419	-1.862	0.33	0.4024
"TCGA-AP-A05H"	"TCGA-AP-A05H"	0.3401	-1.08	-1.371	0.078	-1.7348
"TCGA-CM-6677"	"TCGA-CM-6677"	-0.0921	-0.1267	-0.235	0.399	0.3684
"TCGA-CM-6674"	"TCGA-CM-6674"	0.1578	0.2688	0.259	0.29	0.8754
"TCGA-CM-6675"	"TCGA-CM-6675"	-0.6685	-0.5827	-0.564	0.2025	-0.7805
"TCGA-CM-6676"	"TCGA-CM-6676"	-0.1979	-0.9121	-1.199	0.2075	-1.011
"TCGA-CM-6678"	"TCGA-CM-6678"	-1.4018	-1.3443	-2.058	0.246	-1.5107
"TCGA-AZ-6605"	"TCGA-AZ-6605"	-0.2088	0.1822	0.102	0.2245	1.1223
"TCGA-A6-6654"	"TCGA-A6-6654"	-0.5311	0.8944	0.753	0.0985	2.0398
"TCGA-CM-6679"	"TCGA-CM-6679"	-0.0897	-0.5272	-0.509	0.0965	0.2308
"TCGA-CA-6716"	"TCGA-CA-6716"	-1.8036	-2.0246	-2.739	-0.035	-1.8858
"TCGA-CM-6680"	"TCGA-CM-6680"	-0.051	0.0815	-0.116	0.0275	0.2438
"TCGA-AZ-6607"	"TCGA-AZ-6607"	0.0149	0.6385	0.652	-0.079	0.838
"TCGA-F4-6805"	"TCGA-F4-6805"	-0.4629	-0.162	-0.293	0.245	1.1974
"TCGA-AA-3489"	"TCGA-AA-3489"	0.1668	0.8945	1.16	0.1255	1.3972
"TCGA-AA-3496"	"TCGA-AA-3496"	-0.2825	0.3693	0.326	0.142	0.6192
"TCGA-A6-5656"	"TCGA-A6-5656"	-0.4469	-1.3125	-1.471	0.176	-1.1627
"TCGA-AZ-4616"	"TCGA-AZ-4616"	0.5954	0.4439	0.83	0.4625	0.8686
"TCGA-F4-6807"	"TCGA-F4-6807"	0.6204	0.736	1.407	0.1745	1.3889
"TCGA-AA-3511"	"TCGA-AA-3511"	-0.4094	-0.6538	-0.625	0.1835	-0.3293
"TCGA-A6-5664"	"TCGA-A6-5664"	-0.3674	0.0854	-0.159	0.2	0.517
"TCGA-CA-5254"	"TCGA-CA-5254"	-0.4454	-0.618	-0.41	0.1815	-1.1689
"TCGA-F4-6808"	"TCGA-F4-6808"	-1.8492	-1.1912	-1.978	0.3575	-1.4601
"TCGA-AZ-6603"	"TCGA-AZ-6603"	-0.1863	-0.2632	-0.401	0.139	0.5924
"TCGA-A6-6651"	"TCGA-A6-6651"	-0.5886	0.6509	0.659	0.1015	1.2459
"TCGA-F4-6809"	"TCGA-F4-6809"	0.2653	0.0299	0.318	0.1855	1.0358
"TCGA-CA-6715"	"TCGA-CA-6715"	-0.8459	-1.2487	-1.914	0.293	-1.6994
"TCGA-G4-6309"	"TCGA-G4-6309"	0.1393	-0.2152	-0.467	0.4845	-0.3786
"TCGA-AZ-6606"	"TCGA-AZ-6606"	-1.5486	-0.9991	-2.308	0.259	-1.2637
"TCGA-G4-6628"	"TCGA-G4-6628"	0.6059	1.6691	2.014	0.3255	1.956
"TCGA-CM-5863"	"TCGA-CM-5863"	-0.9192	-0.6621	-0.423	0.0265	0.3249
"TCGA-F4-6703"	"TCGA-F4-6703"	-0.3553	1.4652	1.258	0.128	2.4461
"TCGA-AD-6548"	"TCGA-AD-6548"	-0.0287	0.3817	0.463	0.407	1.4368
"TCGA-F4-6704"	"TCGA-F4-6704"	-0.2614	0.062	0.158	0.202	0.2094
"TCGA-AZ-4323"	"TCGA-AZ-4323"	1.1692	0.9334	1.67	0.287	1.3648
"TCGA-F4-6806"	"TCGA-F4-6806"	0.1175	-0.4347	-0.55	0.054	-0.4382
"TCGA-CK-6747"	"TCGA-CK-6747"	-0.0617	-0.4725	-0.401	0.292	-0.7588
"TCGA-CA-5255"	"TCGA-CA-5255"	-0.7244	-0.989	-0.903	0.249	-0.9617
"TCGA-CK-6748"	"TCGA-CK-6748"	-1.476	-0.8353	-1.333	0.0095	-0.3453
"TCGA-CK-6751"	"TCGA-CK-6751"	0.4727	-0.1734	-0.223	0.396	-0.3448
"TCGA-CA-6718"	"TCGA-CA-6718"	0.2251	1.305	1.053	0.393	2.0511
"TCGA-A6-6780"	"TCGA-A6-6780"	-0.4552	1.2362	0.984	0.407	2.1232
"TCGA-CM-4751"	"TCGA-CM-4751"	0.5649	0.6547	1.01	0.2825	1.1639
"TCGA-A6-6782"	"TCGA-A6-6782"	0.055	0.5266	0.589	0.1955	0.7142
"TCGA-CA-6717"	"TCGA-CA-6717"	-0.0776	0.7382	0.651	0.313	1.5352
"TCGA-CA-6719"	"TCGA-CA-6719"	-0.3469	-0.155	-0.015	0.139	0.5227
"TCGA-CK-6746"	"TCGA-CK-6746"	0.1377	0.7683	1.177	0.2335	0.7942
"TCGA-CN-5361"	"TCGA-CN-5361"	-0.7324	0.1868	-0.841	0.0775	0.7929
"TCGA-BB-4224"	"TCGA-BB-4224"	0.0362	-0.7768	-1.029	0.3855	-0.6489
"TCGA-CN-4740"	"TCGA-CN-4740"	-0.4208	1.0343	1.018	0.1285	1.3252
"TCGA-CN-4729"	"TCGA-CN-4729"	-0.4651	-0.1568	-0.609	0.167	0.3372
"TCGA-BA-4076"	"TCGA-BA-4076"	-2.4852	-0.8748	-2.45	0.3035	-0.6671
"TCGA-BB-4228"	"TCGA-BB-4228"	0.5782	0.563	0.532	0.272	1.0624
"TCGA-CN-5355"	"TCGA-CN-5355"	-0.8006	-0.284	-1.629	0.242	0.1587
"TCGA-BA-4078"	"TCGA-BA-4078"	0.3653	-0.1788	0.013	0.189	0.5948
"TCGA-CN-4723"	"TCGA-CN-4723"	-0.1229	0.6923	0.59	0.32	1.2468
"TCGA-CN-4725"	"TCGA-CN-4725"	-1.6753	-0.7593	-1.861	0.227	0.1542
"TCGA-CN-5360"	"TCGA-CN-5360"	0.39	1.2976	1.793	-0.081	1.628
"TCGA-BA-5153"	"TCGA-BA-5153"	1.5349	1.776	2.126	0.008	0.6586
"TCGA-CN-4736"	"TCGA-CN-4736"	-0.1529	1.5491	1.485	0.0755	2.201
"TCGA-CN-5374"	"TCGA-CN-5374"	1.0252	1.3607	1.533	0.272	1.2395
"TCGA-CN-5363"	"TCGA-CN-5363"	0.525	0.8057	1.078	0.267	1.7445
"TCGA-BA-4074"	"TCGA-BA-4074"	-0.7264	-0.3111	-1.361	0.912	1.2728
"TCGA-CN-4728"	"TCGA-CN-4728"	-0.9369	0.9691	0.661	0.029	1.6948
"TCGA-CN-4741"	"TCGA-CN-4741"	-0.1128	0.2867	0.15	0.202	-0.0295
"TCGA-CN-5365"	"TCGA-CN-5365"	-0.368	0.7213	0.779	0.343	1.3775
"TCGA-CN-5366"	"TCGA-CN-5366"	-0.3078	0.7616	0.944	0.2235	1.2158
"TCGA-CN-4731"	"TCGA-CN-4731"	-0.9677	-0.0138	-1.018	0.139	-0.5989
"TCGA-CN-5367"	"TCGA-CN-5367"	-0.6352	-0.21	-1.147	0.296	0.2951
"TCGA-CN-4734"	"TCGA-CN-4734"	0.8509	1.3773	1.835	0.1655	1.5025
"TCGA-CN-5359"	"TCGA-CN-5359"	0.0743	1.1882	1.555	0.1335	1.4863
"TCGA-CN-5373"	"TCGA-CN-5373"	-0.5093	0.7803	0.191	-0.125	1.9342
"TCGA-CN-4726"	"TCGA-CN-4726"	-0.8962	-0.3622	-1.103	0.0855	0.1331
"TCGA-BB-4223"	"TCGA-BB-4223"	1.5059	1.4219	2.242	0.237	1.2759
"TCGA-CN-4727"	"TCGA-CN-4727"	-1.9691	-0.9889	-2.741	0.317	-1.504
"TCGA-AG-A020"	"TCGA-AG-A020"	-0.5222	-0.9108	-1.099	0.338	-1.0757
"TCGA-CN-4730"	"TCGA-CN-4730"	-0.7661	-0.8522	-2.237	0.502	-0.4398
"TCGA-CN-5356"	"TCGA-CN-5356"	0.3104	0.1506	-0.163	0.15	-0.138
"TCGA-CN-5369"	"TCGA-CN-5369"	0.4193	1.4039	1.447	0.2045	2.4264
"TCGA-CN-4735"	"TCGA-CN-4735"	1e-04	1.0774	0.573	0.1625	0.964
"TCGA-CN-4737"	"TCGA-CN-4737"	-0.8492	-0.2635	-1.217	-0.0165	0.2955
"TCGA-AG-A01Y"	"TCGA-AG-A01Y"	0.4439	-0.0717	0.375	0.293	1.0034
"TCGA-AG-A026"	"TCGA-AG-A026"	-0.8374	-0.9651	-1.257	0.016	-0.9776
"TCGA-AG-A02N"	"TCGA-AG-A02N"	0.1989	0.0333	-0.101	0.187	-0.4608
"TCGA-AG-A036"	"TCGA-AG-A036"	0.4998	-0.2899	-0.057	0.332	-0.0293
"TCGA-AG-A01W"	"TCGA-AG-A01W"	0.5674	-0.2997	0.009	0.426	0.3546
"TCGA-G9-7510"	"TCGA-G9-7510"	0.3097	-0.344	-0.459	-0.1425	0.1213
"TCGA-HC-8258"	"TCGA-HC-8258"	1.6609	-0.1436	-0.084	-0.1575	-0.2482
"TCGA-G9-7522"	"TCGA-G9-7522"	1.3913	-0.2402	0.057	-0.1495	-0.0729
"TCGA-G9-7523"	"TCGA-G9-7523"	0.7335	0.2213	0.533	-0.184	0.5683
"TCGA-HT-7854"	"TCGA-HT-7854"	-1.3262	-1.2698	-1.595	-0.3835	-0.749
"TCGA-HC-8262"	"TCGA-HC-8262"	1.8728	-0.7251	-0.28	-0.0395	-0.9355
"TCGA-HC-8260"	"TCGA-HC-8260"	1.8748	-0.2715	-0.244	-0.1915	-0.474
"TCGA-IK-8125"	"TCGA-IK-8125"	-0.2557	-1.7927	-2.144	-0.2755	-2.3868
"TCGA-J4-8198"	"TCGA-J4-8198"	1.2989	-0.5872	-0.818	-0.24	-0.9925
"TCGA-BT-A3PH"	"TCGA-BT-A3PH"	-0.3202	-1.5216	-1.948	0.2305	-1.4669
"TCGA-86-8278"	"TCGA-86-8278"	-0.4666	0.508	-0.167	-0.139	0.5346
"TCGA-97-8174"	"TCGA-97-8174"	-0.0693	0.5313	0.512	-0.3365	0.8585
"TCGA-97-8172"	"TCGA-97-8172"	-0.014	0.908	1.167	-0.328	1.3501
"TCGA-G9-7521"	"TCGA-G9-7521"	1.0894	0.5776	1.136	-0.1235	0.8102
"TCGA-EJ-7321"	"TCGA-EJ-7321"	1.7651	-0.2314	0.025	-0.1935	0.5548
"TCGA-HC-8261"	"TCGA-HC-8261"	0.6778	-0.1241	0.15	-0.1165	-0.1578
"TCGA-HC-8266"	"TCGA-HC-8266"	1.0631	1.2957	1.968	-0.2195	1.4383
"TCGA-BT-A3PJ"	"TCGA-BT-A3PJ"	0.1369	0.4579	0.605	0.328	1.1645
"TCGA-97-8175"	"TCGA-97-8175"	-0.6884	0.1672	-0.555	0.078	0.6482
"TCGA-97-8177"	"TCGA-97-8177"	-0.6595	0.9468	0.91	0.0515	1.5712
"TCGA-97-8179"	"TCGA-97-8179"	-0.4348	-0.2263	-0.176	-0.03	-0.1804
"TCGA-69-8253"	"TCGA-69-8253"	-0.5018	0.235	-0.376	-0.0505	0.1888
"TCGA-69-8254"	"TCGA-69-8254"	0.0015	0.7636	0.637	-0.2565	1.0933
"TCGA-97-8171"	"TCGA-97-8171"	-1.5203	-0.9963	-2.232	-0.101	-1.1532
"TCGA-69-8255"	"TCGA-69-8255"	0.2373	1.7145	2.475	0.38	1.8132
"TCGA-G9-7525"	"TCGA-G9-7525"	NA	NA	NA	NA	NA
"TCGA-EJ-7797"	"TCGA-EJ-7797"	1.5129	-0.3428	-0.267	-0.108	-0.0858
"TCGA-86-8281"	"TCGA-86-8281"	-0.0514	0.0978	-0.19	-0.186	0.3042
"TCGA-55-8301"	"TCGA-55-8301"	0.0285	1.8306	1.729	0.1165	2.4109
"TCGA-EJ-7793"	"TCGA-EJ-7793"	2.0286	-0.9121	-0.407	-0.264	-1.6253
"TCGA-HC-8256"	"TCGA-HC-8256"	1.4596	-0.3924	-0.167	-0.087	-0.6149
"TCGA-86-8280"	"TCGA-86-8280"	-0.1366	1.0063	0.901	-0.084	1.7203
"TCGA-83-5908"	"TCGA-83-5908"	0.5451	2.1234	2.567	0.2725	2.4744
"TCGA-HC-8257"	"TCGA-HC-8257"	1.2643	-0.0401	0.141	-0.0505	-0.7691
"TCGA-HC-8265"	"TCGA-HC-8265"	1.0469	-0.0268	-0.056	-0.0535	-0.2416
"TCGA-86-8279"	"TCGA-86-8279"	-0.7997	-0.6514	-1.199	0.0135	0.2602
"TCGA-93-8067"	"TCGA-93-8067"	-0.4816	0.4938	-0.489	0.1275	0.9032
"TCGA-B9-4114"	"TCGA-B9-4114"	3e-04	0.5747	1.075	-0.0325	-0.7213
