"FID"	"IID"	"Sigs160.Wolf_MHC1.21978456"	"Sigs160.Wolf_MHC2.21978456"	"Sigs160.Wolf_Minterferon.Cluster.21214954"	"Sigs160.Wolf_Module11.Prolif.score"	"Sigs160.Wolf_Module3.IFN.score"
"TCGA-VD-AA8R"	"TCGA-VD-AA8R"	-0.9087	-2.3964	-1.5287	-2.4835	-1.5226
"TCGA-V4-A9F3"	"TCGA-V4-A9F3"	1.3686	0.2768	0.4766	-0.6274	0.1571
"TCGA-V4-A9EW"	"TCGA-V4-A9EW"	0.0039	-1.8354	-1.1524	-0.9539	-1.1157
"TCGA-VD-A8KB"	"TCGA-VD-A8KB"	-1.6459	-2.6909	-2.0532	-1.0962	-2.5952
"TCGA-V4-A9EM"	"TCGA-V4-A9EM"	-0.0296	-0.6767	-1.3085	-1.5099	-1.777
"TCGA-VD-A8KJ"	"TCGA-VD-A8KJ"	-0.6979	-1.3717	-1.5594	-0.6081	-2.0632
"TCGA-V4-A9EE"	"TCGA-V4-A9EE"	0.611	-0.4476	-0.4085	-0.4645	-0.8387
"TCGA-OR-A5KT"	"TCGA-OR-A5KT"	-0.03	-0.8136	-0.517	-0.7476	-0.578
"TCGA-OR-A5L3"	"TCGA-OR-A5L3"	-0.6487	-2.12	-1.1336	-2.1748	-1.1301
"TCGA-OR-A5LB"	"TCGA-OR-A5LB"	-0.827	-2.4595	-0.7341	-0.9788	0.3473
"TCGA-OR-A5LK"	"TCGA-OR-A5LK"	0.192	1.2864	-0.1911	-1.3625	-0.4598
"TCGA-OR-A5LS"	"TCGA-OR-A5LS"	-1.4491	-2.4185	-0.1893	-0.5781	1.0656
"TCGA-PK-A5H9"	"TCGA-PK-A5H9"	1.2756	-0.7405	-0.3405	-1.861	-0.5625
"TCGA-OR-A5KU"	"TCGA-OR-A5KU"	-0.2879	-2.4312	-0.4145	-1.1922	0.5318
"TCGA-OR-A5L4"	"TCGA-OR-A5L4"	-0.0024	-0.77	-1.1184	-0.4296	-1.1947
"TCGA-OR-A5LC"	"TCGA-OR-A5LC"	-0.6819	-2.4157	-0.2655	0.4738	0.3891
"TCGA-OR-A5LL"	"TCGA-OR-A5LL"	0.0847	-1.3075	-1.0083	-2.3314	-1.0793
"TCGA-OR-A5LT"	"TCGA-OR-A5LT"	-0.4439	-1.3122	0.0889	-0.3038	1.2366
"TCGA-PK-A5HA"	"TCGA-PK-A5HA"	0.5553	0.3306	-0.6831	-1.1641	-1.1201
"TCGA-OR-A5KV"	"TCGA-OR-A5KV"	-0.444	-2.8279	-1.633	-1.2975	-1.9274
"TCGA-OR-A5L5"	"TCGA-OR-A5L5"	0.5466	0.1442	-0.0269	-1.7009	7e-04
"TCGA-OR-A5LD"	"TCGA-OR-A5LD"	-1.9363	-2.2163	-1.4822	-0.1304	-1.9842
"TCGA-OR-A5LM"	"TCGA-OR-A5LM"	1.2347	-0.9996	-0.0314	-0.7792	0.9715
"TCGA-OU-A5PI"	"TCGA-OU-A5PI"	-1.0819	-1.113	-0.832	-0.9619	-0.2623
"TCGA-PK-A5HB"	"TCGA-PK-A5HB"	-0.8536	-2.2714	-0.9699	0.5206	-0.4019
"TCGA-OR-A5KW"	"TCGA-OR-A5KW"	-0.8863	-2.3843	-0.5936	-0.2373	0.2573
"TCGA-OR-A5L6"	"TCGA-OR-A5L6"	1.1444	-1.1649	-0.2954	-0.1239	-0.0314
"TCGA-OR-A5LE"	"TCGA-OR-A5LE"	-1.1104	-3.5002	-1.2214	0.3185	-0.6455
"TCGA-OR-A5LN"	"TCGA-OR-A5LN"	0.6819	0.3095	-0.3606	-1.4489	-0.4002
"TCGA-P6-A5OF"	"TCGA-P6-A5OF"	-1.0334	-1.3828	-1.0776	-0.6154	-0.8035
"TCGA-PK-A5H8"	"TCGA-PK-A5H8"	-0.0163	-0.8744	-1.1406	-0.2758	-1.2158
"TCGA-OR-A5KX"	"TCGA-OR-A5KX"	0.0704	-0.7288	-0.922	-0.5677	-1.1619
"TCGA-OR-A5L8"	"TCGA-OR-A5L8"	-2.1873	-2.4945	-1.3009	-1.3298	-1.2605
"TCGA-OR-A5LG"	"TCGA-OR-A5LG"	0.016	-0.9275	-1.1696	-0.7309	-1.6374
"TCGA-OR-A5LR"	"TCGA-OR-A5LR"	0.7707	-1.0007	-0.5037	-1.074	-0.6933
"TCGA-OR-A5K9"	"TCGA-OR-A5K9"	-0.3333	-2.3926	-1.3667	0.3382	-0.8151
"TCGA-OR-A5KY"	"TCGA-OR-A5KY"	-2.0039	-0.6328	-1.1715	0.6572	-0.601
"TCGA-OR-A5L9"	"TCGA-OR-A5L9"	0.3857	-0.4915	-0.3208	-1.5527	-0.4822
"TCGA-OR-A5LP"	"TCGA-OR-A5LP"	-0.0699	0.3017	-0.0302	-1.4757	0.2849
"TCGA-PA-A5YG"	"TCGA-PA-A5YG"	-0.0643	0.1389	-0.2545	-1.5466	-0.228
"TCGA-OR-A5LJ"	"TCGA-OR-A5LJ"	-0.2929	-0.7251	-0.5589	-0.0081	-0.5674
"TCGA-OR-A5KO"	"TCGA-OR-A5KO"	-0.1974	-3.1877	-1.4419	0.522	-1.6504
"TCGA-OR-A5KZ"	"TCGA-OR-A5KZ"	-0.0723	-1.4559	-0.8676	1.054	-1.4257
"TCGA-OR-A5LA"	"TCGA-OR-A5LA"	0.6549	-0.0597	-0.3796	-1.701	-0.3297
"TCGA-DB-A64P"	"TCGA-DB-A64P"	-0.8133	-1.6685	-1.0003	-0.4938	-0.9338
"TCGA-DB-A64X"	"TCGA-DB-A64X"	-0.9369	-1.2859	-0.9051	-1.7674	-0.5556
"TCGA-HT-A617"	"TCGA-HT-A617"	-0.6726	0.7507	-0.4972	-1.451	-0.3737
"TCGA-QH-A65Z"	"TCGA-QH-A65Z"	-1.1039	-1.8455	-1.187	-2.0892	-1.0108
"TCGA-FG-A60K"	"TCGA-FG-A60K"	-1.528	-1.3503	-1.0824	-1.7082	-0.72
"TCGA-DH-A66F"	"TCGA-DH-A66F"	-1.2327	-2.4272	-1.0362	-2.4076	-0.754
"TCGA-DB-A64R"	"TCGA-DB-A64R"	-1.7861	-2.5155	-1.2747	-1.6054	-0.9384
"TCGA-HT-A61B"	"TCGA-HT-A61B"	0.0194	0.7595	0.3053	0.105	1.1742
"TCGA-HT-A614"	"TCGA-HT-A614"	-1.3364	-1.165	-1.1222	-1.1914	-0.8983
"TCGA-DB-A64U"	"TCGA-DB-A64U"	-1.5011	-2.4931	-1.0958	-1.5541	-0.7886
"TCGA-QH-A65S"	"TCGA-QH-A65S"	-1.3063	-2.3458	-1.1742	-1.4402	-1.0652
"TCGA-HT-A615"	"TCGA-HT-A615"	-0.1934	-0.0383	-0.3346	-1.5372	0.1269
"TCGA-DB-A64V"	"TCGA-DB-A64V"	-0.2356	0.323	-0.4589	-1.6283	-0.4407
"TCGA-DB-A64L"	"TCGA-DB-A64L"	-1.0661	-1.4184	-0.7815	-2.2176	-0.6209
"TCGA-HT-A61C"	"TCGA-HT-A61C"	-0.0016	-0.1099	0.0245	0.7497	0.4708
"TCGA-DB-A64O"	"TCGA-DB-A64O"	-1.477	-0.8835	-0.7004	-2.063	-0.3672
"TCGA-DB-A64W"	"TCGA-DB-A64W"	-1.8359	-3.4114	-1.7552	0.3927	-1.3916
"TCGA-HT-A616"	"TCGA-HT-A616"	-1.6667	-2.1719	-1.4337	-1.7817	-1.1047
"TCGA-HC-A632"	"TCGA-HC-A632"	-0.6111	0.5595	-0.3998	-1.2052	-0.3877
"TCGA-HC-8213"	"TCGA-HC-8213"	-0.8953	-1.2176	-1.1487	-2.1672	-1.1279
"TCGA-HC-8216"	"TCGA-HC-8216"	0.2317	-0.2285	-0.0467	-0.7577	-0.1297
"TCGA-EJ-A65G"	"TCGA-EJ-A65G"	-0.9977	-1.7568	-0.9286	-1.8211	-0.818
"TCGA-KK-A59X"	"TCGA-KK-A59X"	-1.0253	-0.7343	-0.2675	-0.4725	0.3982
"TCGA-KK-A59V"	"TCGA-KK-A59V"	NA	NA	NA	NA	NA
"TCGA-EJ-A65E"	"TCGA-EJ-A65E"	-0.7557	-1.2096	-0.7802	-0.9434	-0.9018
"TCGA-EJ-A65M"	"TCGA-EJ-A65M"	NA	NA	NA	NA	NA
"TCGA-HC-A631"	"TCGA-HC-A631"	-0.0361	-1.2145	-0.5282	-0.6717	-0.6805
"TCGA-HC-7817"	"TCGA-HC-7817"	NA	NA	NA	NA	NA
"TCGA-FC-7961"	"TCGA-FC-7961"	-0.8669	-0.4034	-0.5581	-0.5026	-0.7939
"TCGA-FC-A5OB"	"TCGA-FC-A5OB"	-1.9071	-1.3449	-1.9036	-1.192	-2.0621
"TCGA-EE-A2MP"	"TCGA-EE-A2MP"	NA	NA	NA	NA	NA
"TCGA-EE-A2MQ"	"TCGA-EE-A2MQ"	NA	NA	NA	NA	NA
"TCGA-EE-A2MT"	"TCGA-EE-A2MT"	NA	NA	NA	NA	NA
"TCGA-EE-A2ML"	"TCGA-EE-A2ML"	NA	NA	NA	NA	NA
"TCGA-77-7140"	"TCGA-77-7140"	-1.4767	-0.7235	-0.4248	1.0113	-0.7653
"TCGA-EE-A2MN"	"TCGA-EE-A2MN"	NA	NA	NA	NA	NA
"TCGA-EE-A2MS"	"TCGA-EE-A2MS"	NA	NA	NA	NA	NA
"TCGA-D3-A3CC"	"TCGA-D3-A3CC"	NA	NA	NA	NA	NA
"TCGA-EE-A3AC"	"TCGA-EE-A3AC"	NA	NA	NA	NA	NA
"TCGA-EE-A3AD"	"TCGA-EE-A3AD"	NA	NA	NA	NA	NA
"TCGA-EE-A3AF"	"TCGA-EE-A3AF"	NA	NA	NA	NA	NA
"TCGA-60-2703"	"TCGA-60-2703"	-0.4104	-1.302	-0.3599	0.9822	-0.476
"TCGA-ER-A2NC"	"TCGA-ER-A2NC"	NA	NA	NA	NA	NA
"TCGA-D3-A3C3"	"TCGA-D3-A3C3"	NA	NA	NA	NA	NA
"TCGA-D3-A3BZ"	"TCGA-D3-A3BZ"	NA	NA	NA	NA	NA
"TCGA-D3-A3C1"	"TCGA-D3-A3C1"	NA	NA	NA	NA	NA
"TCGA-D3-A3C6"	"TCGA-D3-A3C6"	NA	NA	NA	NA	NA
"TCGA-D3-A3C7"	"TCGA-D3-A3C7"	NA	NA	NA	NA	NA
"TCGA-EE-A2MM"	"TCGA-EE-A2MM"	NA	NA	NA	NA	NA
"TCGA-EE-A2MR"	"TCGA-EE-A2MR"	NA	NA	NA	NA	NA
"TCGA-EE-A3AB"	"TCGA-EE-A3AB"	NA	NA	NA	NA	NA
"TCGA-EE-A3AE"	"TCGA-EE-A3AE"	NA	NA	NA	NA	NA
"TCGA-EE-A3AG"	"TCGA-EE-A3AG"	NA	NA	NA	NA	NA
"TCGA-EE-A3AH"	"TCGA-EE-A3AH"	NA	NA	NA	NA	NA
"TCGA-ER-A2ND"	"TCGA-ER-A2ND"	NA	NA	NA	NA	NA
"TCGA-51-6867"	"TCGA-51-6867"	-0.0229	-0.3398	0.7482	0.6907	0.6927
"TCGA-77-7138"	"TCGA-77-7138"	-0.5407	-0.7015	0.2321	0.8414	0.4458
"TCGA-77-7139"	"TCGA-77-7139"	-0.81	-0.8144	0.5055	0.9088	1.0531
"TCGA-77-7141"	"TCGA-77-7141"	-0.7184	-0.6135	0.3501	0.6023	0.8933
"TCGA-60-2704"	"TCGA-60-2704"	0.0079	1.0445	0.2475	0.39	-0.2203
"TCGA-D3-A3CE"	"TCGA-D3-A3CE"	NA	NA	NA	NA	NA
"TCGA-D3-A3CF"	"TCGA-D3-A3CF"	NA	NA	NA	NA	NA
"TCGA-ER-A2NB"	"TCGA-ER-A2NB"	1.0996	1.1027	-0.3413	-0.8773	-0.7118
"TCGA-ER-A2NE"	"TCGA-ER-A2NE"	NA	NA	NA	NA	NA
"TCGA-HR-A2OH"	"TCGA-HR-A2OH"	NA	NA	NA	NA	NA
"TCGA-HR-A2OG"	"TCGA-HR-A2OG"	NA	NA	NA	NA	NA
"TCGA-D3-A3CB"	"TCGA-D3-A3CB"	NA	NA	NA	NA	NA
"TCGA-EE-A2MK"	"TCGA-EE-A2MK"	NA	NA	NA	NA	NA
"TCGA-EE-A2MU"	"TCGA-EE-A2MU"	NA	NA	NA	NA	NA
"TCGA-ER-A2NG"	"TCGA-ER-A2NG"	NA	NA	NA	NA	NA
"TCGA-DJ-A3V8"	"TCGA-DJ-A3V8"	0.4156	0.2826	-0.3079	-1.2199	-0.2426
"TCGA-DJ-A3V9"	"TCGA-DJ-A3V9"	0.2326	-0.2412	-0.3453	-1.6087	-0.7447
"TCGA-DJ-A3VA"	"TCGA-DJ-A3VA"	0.3127	0.1437	-0.175	-1.5309	-0.3413
"TCGA-DJ-A3VD"	"TCGA-DJ-A3VD"	1.0201	1.6082	0.4602	-0.5575	0.0473
"TCGA-DJ-A3VB"	"TCGA-DJ-A3VB"	1.179	1.1669	0.6855	-1.5926	1.3026
"TCGA-DJ-A3VE"	"TCGA-DJ-A3VE"	0.2209	-0.4725	-0.3796	-1.7947	-0.5213
"TCGA-BT-A42B"	"TCGA-BT-A42B"	NA	NA	NA	NA	NA
"TCGA-BT-A42C"	"TCGA-BT-A42C"	-0.8641	-2.0241	-0.3224	0.5878	-0.0847
"TCGA-GV-A40E"	"TCGA-GV-A40E"	0.3761	-1.2314	0.9619	0.9848	1.4481
"TCGA-DK-A3WW"	"TCGA-DK-A3WW"	1.3993	1.1463	1.6589	0.6265	1.9564
"TCGA-GV-A40G"	"TCGA-GV-A40G"	-1.3986	-1.1838	-0.8587	0.7102	-1.1246
"TCGA-FJ-A3ZE"	"TCGA-FJ-A3ZE"	-1.1469	-2.7883	-0.6649	0.5547	-0.3166
"TCGA-FJ-A3ZF"	"TCGA-FJ-A3ZF"	-1.2814	-2.8757	-0.9321	0.8121	-1.3484
"TCGA-GC-A3YS"	"TCGA-GC-A3YS"	0.3277	-0.2705	0.2464	0.9055	0.4204
"TCGA-BR-8676"	"TCGA-BR-8676"	NA	NA	NA	NA	NA
"TCGA-BR-8486"	"TCGA-BR-8486"	0.1746	0.2447	0.4475	0.7525	0.1163
"TCGA-BR-8678"	"TCGA-BR-8678"	-0.378	-1.3426	0.7183	1.2103	0.8316
"TCGA-FP-8631"	"TCGA-FP-8631"	0.0666	-1.178	0.5417	0.6803	1.1483
"TCGA-BR-8588"	"TCGA-BR-8588"	-0.0014	0.1507	0.4989	0.5892	0.5718
"TCGA-BR-8589"	"TCGA-BR-8589"	0.2721	1.7096	0.8663	0.8142	0.6015
"TCGA-BR-8680"	"TCGA-BR-8680"	-2.1453	-2.7657	-0.9632	1.0672	-1.2949
"TCGA-HU-8604"	"TCGA-HU-8604"	0.5737	0.3074	0.7298	0.8437	0.3647
"TCGA-BR-8590"	"TCGA-BR-8590"	-0.2281	0.4871	0.5771	0.3252	0.9126
"TCGA-BR-8682"	"TCGA-BR-8682"	0.0903	-0.0975	-0.1578	-0.5476	-0.4825
"TCGA-HU-8608"	"TCGA-HU-8608"	0.1336	0.951	1.3088	0.8419	1.1268
"TCGA-HU-8602"	"TCGA-HU-8602"	-0.4034	0.2105	1.0676	1.1934	0.9947
"TCGA-BR-8591"	"TCGA-BR-8591"	0.1169	0.5738	0.65	0.7397	0.637
"TCGA-BR-8683"	"TCGA-BR-8683"	1.1024	-0.2471	0.907	0.3671	1.163
"TCGA-HU-8610"	"TCGA-HU-8610"	0.0084	0.4267	0.5024	0.1583	0.8059
"TCGA-BR-8484"	"TCGA-BR-8484"	0.5377	1.5336	0.5192	0.4601	0.5807
"TCGA-BR-8592"	"TCGA-BR-8592"	-0.2651	-0.0754	-0.0581	-0.5558	-0.3016
"TCGA-BR-8686"	"TCGA-BR-8686"	0.4153	0.5811	0.4584	0.1919	0.296
"TCGA-IN-8663"	"TCGA-IN-8663"	0.6451	-1.7688	0.4223	0.774	0.5229
"TCGA-AX-A05Z"	"TCGA-AX-A05Z"	1.983	2.1564	0.997	0.1364	1.0292
"TCGA-BK-A0C9"	"TCGA-BK-A0C9"	1.3769	0.2412	-0.2238	0.1573	-0.6888
"TCGA-AP-A051"	"TCGA-AP-A051"	-1.3119	-0.0823	-0.6779	0.7447	-0.8833
"TCGA-AP-A05D"	"TCGA-AP-A05D"	1.7294	1.2427	0.8639	0.4841	1.5153
"TCGA-AP-A05A"	"TCGA-AP-A05A"	-1.0431	-1.7929	-0.8114	0.5139	-0.6697
"TCGA-BK-A0CC"	"TCGA-BK-A0CC"	-0.7104	-1.3639	-1.0295	0.7438	-1.1899
"TCGA-AP-A05N"	"TCGA-AP-A05N"	-0.7333	-1.0481	-0.3988	0.4606	-0.2427
"TCGA-AP-A05J"	"TCGA-AP-A05J"	-0.4441	-1.2774	-0.6066	0.5397	-0.0717
"TCGA-AP-A056"	"TCGA-AP-A056"	-0.695	-0.2403	-0.3787	0.6813	-0.641
"TCGA-AP-A052"	"TCGA-AP-A052"	0.6821	-0.345	1.0313	0.8075	1.9068
"TCGA-AP-A05H"	"TCGA-AP-A05H"	0.231	-1.5964	-0.1716	0.1833	0.4771
"TCGA-CM-6677"	"TCGA-CM-6677"	0.0351	-0.8322	-0.3624	0.8785	-0.8983
"TCGA-CM-6674"	"TCGA-CM-6674"	0.8729	-0.0661	0.3486	0.7618	0.4079
"TCGA-CM-6675"	"TCGA-CM-6675"	0.6096	-0.7943	0.3101	0.8942	0.643
"TCGA-CM-6676"	"TCGA-CM-6676"	-1.1594	-1.3325	-0.7178	0.5498	-0.909
"TCGA-CM-6678"	"TCGA-CM-6678"	-0.1631	-2.069	-0.8796	0.333	-1.205
"TCGA-AZ-6605"	"TCGA-AZ-6605"	0.0783	-0.019	0.3845	0.4114	0.5573
"TCGA-A6-6654"	"TCGA-A6-6654"	0.5979	0.819	0.6109	0.3742	0.6331
"TCGA-CM-6679"	"TCGA-CM-6679"	0.4473	-0.6984	-0.014	0.3238	-0.213
"TCGA-CA-6716"	"TCGA-CA-6716"	-0.5767	-2.0633	-0.8018	0.09	-1.042
"TCGA-CM-6680"	"TCGA-CM-6680"	0.685	-0.0438	0.1019	0.3275	-0.159
"TCGA-AZ-6607"	"TCGA-AZ-6607"	0.3579	-0.0102	0.3985	-0.0132	0.4772
"TCGA-F4-6805"	"TCGA-F4-6805"	-0.2237	-0.0746	0.2306	0.7259	0.5662
"TCGA-AA-3489"	"TCGA-AA-3489"	0.4734	0.8828	0.1745	0.5008	-0.3329
"TCGA-AA-3496"	"TCGA-AA-3496"	0.403	0.3565	0.0346	0.4314	-0.5862
"TCGA-A6-5656"	"TCGA-A6-5656"	0.2863	-1.6294	-0.6412	0.427	-1.2245
"TCGA-AZ-4616"	"TCGA-AZ-4616"	1.0987	0.4692	0.5675	0.6452	0.6276
"TCGA-F4-6807"	"TCGA-F4-6807"	0.7507	0.2163	0.4527	0.5387	0.4437
"TCGA-AA-3511"	"TCGA-AA-3511"	0.5749	-0.926	0.1356	0.4373	0.4889
"TCGA-A6-5664"	"TCGA-A6-5664"	-0.4494	0.094	-0.367	0.6802	-0.7178
"TCGA-CA-5254"	"TCGA-CA-5254"	-0.2747	-0.958	-0.2751	0.4118	-0.6877
"TCGA-F4-6808"	"TCGA-F4-6808"	0.3283	-2.8718	-0.7262	0.6102	-0.949
"TCGA-AZ-6603"	"TCGA-AZ-6603"	0.4707	-0.4513	0.2269	0.5066	0.0204
"TCGA-A6-6651"	"TCGA-A6-6651"	0.1496	0.7866	0.0997	0.4343	-0.1042
"TCGA-F4-6809"	"TCGA-F4-6809"	0.2987	-0.0885	-0.0018	0.3446	-0.2557
"TCGA-CA-6715"	"TCGA-CA-6715"	-0.5473	-2.4327	-0.8482	0.9051	-1.1463
"TCGA-G4-6309"	"TCGA-G4-6309"	0.1739	-1.2921	-0.3012	1.0841	-0.7133
"TCGA-AZ-6606"	"TCGA-AZ-6606"	0.4563	-1.7268	0.2082	0.9154	0.5882
"TCGA-G4-6628"	"TCGA-G4-6628"	0.959	1.9932	1.0233	0.8572	1.1635
"TCGA-CM-5863"	"TCGA-CM-5863"	0.2367	-0.3447	-0.2958	0.0903	-0.3798
"TCGA-F4-6703"	"TCGA-F4-6703"	1.0146	1.5669	1.0122	0.41	0.95
"TCGA-AD-6548"	"TCGA-AD-6548"	0.6846	-0.3738	0.4911	1.0181	0.2903
"TCGA-F4-6704"	"TCGA-F4-6704"	0.6451	-0.2575	0.0449	0.4412	-0.1569
"TCGA-AZ-4323"	"TCGA-AZ-4323"	0.4019	0.6397	0.1225	0.7591	-0.3043
"TCGA-F4-6806"	"TCGA-F4-6806"	0.8883	-0.2302	-0.3483	0.0903	-0.7786
"TCGA-CK-6747"	"TCGA-CK-6747"	0.2501	-0.4993	-0.0941	0.738	-0.3392
"TCGA-CA-5255"	"TCGA-CA-5255"	0.3229	-1.4886	-0.226	0.4069	-0.0872
"TCGA-CK-6748"	"TCGA-CK-6748"	-0.0641	-0.3598	-0.5244	-0.153	-0.7971
"TCGA-CK-6751"	"TCGA-CK-6751"	0.0601	-0.6126	-0.4299	0.8249	-0.8717
"TCGA-CA-6718"	"TCGA-CA-6718"	1.2399	1.502	1.3348	1.1573	1.3165
"TCGA-A6-6780"	"TCGA-A6-6780"	1.1743	1.1869	0.754	0.9617	0.4095
"TCGA-CM-4751"	"TCGA-CM-4751"	1.0656	0.4025	0.6946	0.6407	0.711
"TCGA-A6-6782"	"TCGA-A6-6782"	0.5151	-0.1042	-0.0449	0.455	-0.2648
"TCGA-CA-6717"	"TCGA-CA-6717"	-0.2821	0.5737	-0.0855	0.6997	-0.5039
"TCGA-CA-6719"	"TCGA-CA-6719"	0.0454	-0.2957	0.2191	0.3309	0.4855
"TCGA-CK-6746"	"TCGA-CK-6746"	1.5491	0.5741	1.0929	1.0104	1.2784
"TCGA-CN-5361"	"TCGA-CN-5361"	0.8966	-0.1827	0.8497	0.4995	1.2968
"TCGA-BB-4224"	"TCGA-BB-4224"	-0.2786	-0.7263	0.2447	1.3074	0.738
"TCGA-CN-4740"	"TCGA-CN-4740"	0.1803	0.8725	0.5337	0.6819	0.532
"TCGA-CN-4729"	"TCGA-CN-4729"	0.5447	-0.439	-0.0777	0.5223	-0.2729
"TCGA-BA-4076"	"TCGA-BA-4076"	0.5977	-1.1834	-0.6432	0.5787	-1.0844
"TCGA-BB-4228"	"TCGA-BB-4228"	-0.995	0.0611	-0.1706	1.2446	-0.8226
"TCGA-CN-5355"	"TCGA-CN-5355"	0.0126	-0.8373	-0.4708	0.6827	-0.9334
"TCGA-BA-4078"	"TCGA-BA-4078"	-0.5393	0.0571	0.1292	0.9576	-0.0517
"TCGA-CN-4723"	"TCGA-CN-4723"	0.29	0.1851	0.8224	0.9671	1.1431
"TCGA-CN-4725"	"TCGA-CN-4725"	-0.856	-1.2141	-0.2244	0.829	0.0268
"TCGA-CN-5360"	"TCGA-CN-5360"	0.4639	1.1295	0.9632	0.1374	0.895
"TCGA-BA-5153"	"TCGA-BA-5153"	0.0683	0.6353	0.5794	1.0455	0.3267
"TCGA-CN-4736"	"TCGA-CN-4736"	1.1177	1.1527	1.7167	0.1974	2.2061
"TCGA-CN-5374"	"TCGA-CN-5374"	0.5196	0.2059	0.5602	1.1692	0.2786
"TCGA-CN-5363"	"TCGA-CN-5363"	1.3486	1.1341	1.219	1.0687	1.603
"TCGA-BA-4074"	"TCGA-BA-4074"	0.046	-0.9467	0.5007	1.4033	1.0226
"TCGA-CN-4728"	"TCGA-CN-4728"	0.5437	1.0238	0.6857	0.2855	0.841
"TCGA-CN-4741"	"TCGA-CN-4741"	0.1804	0.2251	0.4589	0.9954	0.438
"TCGA-CN-5365"	"TCGA-CN-5365"	1.3457	0.2854	1.2121	0.9458	1.5569
"TCGA-CN-5366"	"TCGA-CN-5366"	0.2456	-0.0025	0.9573	0.5541	1.2439
"TCGA-CN-4731"	"TCGA-CN-4731"	1.3479	0.9115	0.2256	0.5715	0.4597
"TCGA-CN-5367"	"TCGA-CN-5367"	0.2164	0.4048	1.0087	0.875	1.923
"TCGA-CN-4734"	"TCGA-CN-4734"	1.1177	0.6835	1.5269	0.6733	1.9942
"TCGA-CN-5359"	"TCGA-CN-5359"	0.3967	0.7322	1.0684	0.6428	1.4797
"TCGA-CN-5373"	"TCGA-CN-5373"	0.5931	0.6585	1.8781	0.1264	2.6668
"TCGA-CN-4726"	"TCGA-CN-4726"	0.8379	-0.3636	0.1075	0.0307	0.618
"TCGA-BB-4223"	"TCGA-BB-4223"	-0.8743	0.4769	0.5522	1.1246	0.3363
"TCGA-CN-4727"	"TCGA-CN-4727"	0.1653	-2.698	-0.4662	0.6938	-0.268
"TCGA-AG-A020"	"TCGA-AG-A020"	0.1829	-2.0827	-0.3709	1.1226	-0.4903
"TCGA-CN-4730"	"TCGA-CN-4730"	0.2454	-1.6301	-0.4163	1.0438	-0.5772
"TCGA-CN-5356"	"TCGA-CN-5356"	-0.2151	-0.683	-0.1776	0.5482	-0.422
"TCGA-CN-5369"	"TCGA-CN-5369"	0.6269	0.8104	1.601	0.6046	1.7651
"TCGA-CN-4735"	"TCGA-CN-4735"	0.4717	1.5262	0.8032	0.7941	0.6108
"TCGA-CN-4737"	"TCGA-CN-4737"	-0.7466	-0.3736	0.0522	0.1664	0.3549
"TCGA-AG-A01Y"	"TCGA-AG-A01Y"	0.2081	-0.5842	0.1859	0.9743	-0.328
"TCGA-AG-A026"	"TCGA-AG-A026"	-0.4826	-1.5015	-0.6068	0.3862	-0.761
"TCGA-AG-A02N"	"TCGA-AG-A02N"	-0.0674	-1.0675	-0.0716	0.7824	-0.408
"TCGA-AG-A036"	"TCGA-AG-A036"	0.3707	-1.1725	-0.2095	1.0791	-0.363
"TCGA-AG-A01W"	"TCGA-AG-A01W"	0.0323	-1.0395	0.101	1.1471	0.2249
"TCGA-G9-7510"	"TCGA-G9-7510"	-0.3989	-0.1005	-0.5182	-1.5339	-0.6959
"TCGA-HC-8258"	"TCGA-HC-8258"	0.1351	-0.5448	-0.294	-1.5551	-0.3328
"TCGA-G9-7522"	"TCGA-G9-7522"	-0.2614	-0.2895	-0.6351	-2.0643	-0.8172
"TCGA-G9-7523"	"TCGA-G9-7523"	-0.1986	0.7228	-0.2245	-1.7525	-0.3169
"TCGA-HT-7854"	"TCGA-HT-7854"	-0.9603	-0.3882	-0.4913	-2.4952	-0.2681
"TCGA-HC-8262"	"TCGA-HC-8262"	-0.584	-0.8062	-0.5298	-1.2891	-0.5666
"TCGA-HC-8260"	"TCGA-HC-8260"	-0.0929	-0.5235	-0.3713	-1.6689	-0.5536
"TCGA-IK-8125"	"TCGA-IK-8125"	-1.432	-1.5905	-1.2064	-0.9064	-1.1071
"TCGA-J4-8198"	"TCGA-J4-8198"	-1.0109	-0.9531	-0.8039	-1.616	-1.0819
"TCGA-BT-A3PH"	"TCGA-BT-A3PH"	-1.4641	-2.0676	-1.175	0.8282	-1.7947
"TCGA-86-8278"	"TCGA-86-8278"	0.784	1.1191	0.5437	-0.4641	0.7615
"TCGA-97-8174"	"TCGA-97-8174"	0.2043	1.0666	0.0652	-1.1986	-0.3741
"TCGA-97-8172"	"TCGA-97-8172"	0.1997	1.1123	0.21	-1.1603	-0.1035
"TCGA-G9-7521"	"TCGA-G9-7521"	0.0944	-0.0715	0.4553	-1.0628	0.5028
"TCGA-EJ-7321"	"TCGA-EJ-7321"	-0.4233	-0.2285	-0.3865	-1.3404	-0.6328
"TCGA-HC-8261"	"TCGA-HC-8261"	-0.1233	-0.2896	-0.3458	-0.998	-0.3991
"TCGA-HC-8266"	"TCGA-HC-8266"	0.9339	0.968	0.6856	-1.1172	0.8177
"TCGA-BT-A3PJ"	"TCGA-BT-A3PJ"	0.9841	0.7716	0.8025	0.9937	0.8149
