"FID"	"IID"	"Sigs160.Wolf_CSF1.response"	"Sigs160.Wolf_CSR.Activated.15701700"	"Sigs160.Wolf_CTLA4.data"	"Sigs160.Wolf_DAP12.data"	"Sigs160.Wolf_GP11.Immune.IFN"
"TCGA-E7-A5KE"	"TCGA-E7-A5KE"	-2.1047	0.2251	-1.703	-3.365	-1.0589
"TCGA-K4-A4AB"	"TCGA-K4-A4AB"	-0.3482	-0.0912	0.093	-0.322	-0.0299
"TCGA-DU-A5TT"	"TCGA-DU-A5TT"	-0.0524	-0.1916	-0.1	0.361	-0.0569
"TCGA-E7-A5KF"	"TCGA-E7-A5KF"	-2.0078	0.0968	-2.401	-3.15	0.2386
"TCGA-K4-A5RI"	"TCGA-K4-A5RI"	-0.4385	0.221	-1.121	-0.096	0.0771
"TCGA-DU-A5TU"	"TCGA-DU-A5TU"	0.4571	-0.1782	-1.609	1.287	-0.2754
"TCGA-K4-A5RJ"	"TCGA-K4-A5RJ"	1.4641	0.1231	2.33	1.851	0.2531
"TCGA-DU-A5TW"	"TCGA-DU-A5TW"	-0.4138	-0.1016	-2.813	-0.263	-0.8819
"TCGA-FD-A5BZ"	"TCGA-FD-A5BZ"	-0.3824	0.0228	0.086	-0.395	0.1816
"TCGA-LT-A5Z6"	"TCGA-LT-A5Z6"	-0.6527	0.1061	0.469	-0.825	-0.4549
"TCGA-DU-A5TY"	"TCGA-DU-A5TY"	1.0201	-0.1593	-0.499	1.753	-0.1934
"TCGA-E9-A248"	"TCGA-E9-A248"	1.0051	0.0032	1.574	0.203	0.3626
"TCGA-AR-A24S"	"TCGA-AR-A24S"	1.0049	-0.0075	0.914	0.986	0.4746
"TCGA-AR-A251"	"TCGA-AR-A251"	0.1367	0.1016	0.352	-0.565	-0.0944
"TCGA-E9-A249"	"TCGA-E9-A249"	-0.3938	0.0415	-0.266	-0.333	0.1421
"TCGA-AR-A252"	"TCGA-AR-A252"	1.1267	-0.209	1.717	0.335	0.3376
"TCGA-A7-A26G"	"TCGA-A7-A26G"	0.7642	-0.0148	1.299	-0.236	-0.0174
"TCGA-AR-A24M"	"TCGA-AR-A24M"	0.0083	-0.1097	-1.026	-0.205	-0.1134
"TCGA-AR-A254"	"TCGA-AR-A254"	0.9148	0.0346	1.3	0.515	0.0941
"TCGA-A4-7287"	"TCGA-A4-7287"	NA	NA	NA	NA	NA
"TCGA-DW-7842"	"TCGA-DW-7842"	-0.8353	-0.2512	-2.534	-1.129	-0.2634
"TCGA-A4-7286"	"TCGA-A4-7286"	0.7041	-0.2205	-1.774	1.627	-0.1489
"TCGA-DW-7834"	"TCGA-DW-7834"	0.5638	-0.0627	-0.033	1.488	-0.1034
"TCGA-DW-7837"	"TCGA-DW-7837"	0.4451	-0.1279	-1.086	0.682	-0.1254
"TCGA-DW-7840"	"TCGA-DW-7840"	0.1404	-0.1406	-2.464	0.589	-0.0809
"TCGA-DW-7841"	"TCGA-DW-7841"	0.9525	-0.1009	0.741	1.218	0.1001
"TCGA-DW-7836"	"TCGA-DW-7836"	-0.8302	-0.1157	-1.184	-0.794	-0.2559
"TCGA-J7-6720"	"TCGA-J7-6720"	0.7765	-0.0879	-1.914	1.512	-0.0889
"TCGA-A4-7732"	"TCGA-A4-7732"	0.0826	-0.0818	-2.419	0.546	-0.2104
"TCGA-A4-7288"	"TCGA-A4-7288"	-0.8681	-0.128	-2.203	-1.03	-0.3889
"TCGA-DW-7838"	"TCGA-DW-7838"	1.0107	-0.155	0.31	1.524	-0.0754
"TCGA-A4-7585"	"TCGA-A4-7585"	0.9412	-0.1135	1.319	0.852	-0.1549
"TCGA-A4-7828"	"TCGA-A4-7828"	NA	NA	NA	NA	NA
"TCGA-B1-7332"	"TCGA-B1-7332"	0.1246	-0.1068	-2.526	0.968	-0.2194
"TCGA-B9-7268"	"TCGA-B9-7268"	-0.6686	-0.0837	-2.903	-0.858	-0.3204
"TCGA-A4-7583"	"TCGA-A4-7583"	0.4178	-0.0746	0.058	0.356	-0.1644
"TCGA-GL-7773"	"TCGA-GL-7773"	-0.0617	-0.1063	-0.858	0.064	-0.2404
"TCGA-A4-7584"	"TCGA-A4-7584"	-0.8463	-0.1168	-0.742	-1.045	-0.1559
"TCGA-A4-7734"	"TCGA-A4-7734"	0.1205	-0.2289	-0.643	-0.259	-0.1384
"TCGA-DW-7839"	"TCGA-DW-7839"	-2.2415	-0.0676	-2.692	-3.155	-0.3834
"TCGA-EE-A3J5"	"TCGA-EE-A3J5"	NA	NA	NA	NA	NA
"TCGA-DA-A3F2"	"TCGA-DA-A3F2"	NA	NA	NA	NA	NA
"TCGA-BF-A3DL"	"TCGA-BF-A3DL"	-0.8096	0.1802	2.96	-0.512	-0.0174
"TCGA-EE-A3J3"	"TCGA-EE-A3J3"	NA	NA	NA	NA	NA
"TCGA-AL-7173"	"TCGA-AL-7173"	0.0174	-0.0323	-0.985	0.51	-0.1339
"TCGA-BF-A3DM"	"TCGA-BF-A3DM"	-0.5569	0.0725	-1.601	-0.577	0.4976
"TCGA-EE-A3J4"	"TCGA-EE-A3J4"	NA	NA	NA	NA	NA
"TCGA-BF-A3DN"	"TCGA-BF-A3DN"	-0.3679	-0.0614	-1.18	-1.013	0.0136
"TCGA-ER-A3ET"	"TCGA-ER-A3ET"	NA	NA	NA	NA	NA
"TCGA-EE-A3J7"	"TCGA-EE-A3J7"	NA	NA	NA	NA	NA
"TCGA-EE-A3J8"	"TCGA-EE-A3J8"	NA	NA	NA	NA	NA
"TCGA-EE-A3JA"	"TCGA-EE-A3JA"	NA	NA	NA	NA	NA
"TCGA-ER-A3ES"	"TCGA-ER-A3ES"	NA	NA	NA	NA	NA
"TCGA-DA-A1I0"	"TCGA-DA-A1I0"	NA	NA	NA	NA	NA
"TCGA-IH-A3EA"	"TCGA-IH-A3EA"	-0.5027	0.3366	-0.346	0.925	-0.1399
"TCGA-DA-A3F3"	"TCGA-DA-A3F3"	NA	NA	NA	NA	NA
"TCGA-BF-A3DJ"	"TCGA-BF-A3DJ"	0.5894	-0.1252	-0.056	0.643	0.4046
"TCGA-DA-A3F8"	"TCGA-DA-A3F8"	NA	NA	NA	NA	NA
"TCGA-ER-A3EV"	"TCGA-ER-A3EV"	NA	NA	NA	NA	NA
"TCGA-DA-A3F5"	"TCGA-DA-A3F5"	NA	NA	NA	NA	NA
"TCGA-DK-A6B0"	"TCGA-DK-A6B0"	-1.3111	0.1456	-2.104	-1.327	0.1696
"TCGA-DK-A6B5"	"TCGA-DK-A6B5"	-0.2119	0.0495	0.773	-0.041	0.4456
"TCGA-E5-A4TZ"	"TCGA-E5-A4TZ"	-1.0017	0.2436	-0.587	-0.817	0.0216
"TCGA-E5-A4U1"	"TCGA-E5-A4U1"	-1.8922	0.1959	-1.359	-2.522	-0.4029
"TCGA-GC-A6I1"	"TCGA-GC-A6I1"	0.9482	0.3618	2.563	1.559	0.5571
"TCGA-GC-A6I3"	"TCGA-GC-A6I3"	0.3071	0.2848	2.314	0.944	0.4251
"TCGA-GD-A6C6"	"TCGA-GD-A6C6"	-1.1805	0.445	-0.049	-0.413	0.4721
"TCGA-K4-A6FZ"	"TCGA-K4-A6FZ"	0.051	0.1845	0.896	-0.204	0.5411
"TCGA-K4-A6MB"	"TCGA-K4-A6MB"	-0.7717	0.1343	-0.355	-0.762	-0.5109
"TCGA-PQ-A6FI"	"TCGA-PQ-A6FI"	-0.6608	0.5478	1.319	-0.501	0.6176
"TCGA-PQ-A6FN"	"TCGA-PQ-A6FN"	-0.4463	0.5716	0.427	-0.314	0.1211
"TCGA-S5-A6DX"	"TCGA-S5-A6DX"	0.5836	0.2149	2.097	1.797	0.0231
"TCGA-BA-A6D8"	"TCGA-BA-A6D8"	-0.5336	0.4041	0.891	0.477	-0.3944
"TCGA-BA-A6DA"	"TCGA-BA-A6DA"	-0.5241	0.3038	0.565	-0.022	0.0626
"TCGA-BA-A6DD"	"TCGA-BA-A6DD"	0.1426	0.3051	1.805	0.208	0.7026
"TCGA-BA-A6DE"	"TCGA-BA-A6DE"	-0.8207	0.2674	0.181	-1.676	0.5986
"TCGA-CV-A6JD"	"TCGA-CV-A6JD"	0.4274	0.2607	1.779	0.989	0.7001
"TCGA-CV-A6JE"	"TCGA-CV-A6JE"	-0.1334	0.3402	2.447	0.762	0.6246
"TCGA-CV-A6JM"	"TCGA-CV-A6JM"	-0.5751	0.5025	1.313	0.581	0.0476
"TCGA-CV-A6JN"	"TCGA-CV-A6JN"	-0.3543	0.4522	2.243	0.051	0.6926
"TCGA-CV-A6JT"	"TCGA-CV-A6JT"	-0.0358	0.1247	2.057	0.445	0.6191
"TCGA-CV-A6JU"	"TCGA-CV-A6JU"	-0.4046	0.2603	0.426	0.07	0.3601
"TCGA-CV-A6JY"	"TCGA-CV-A6JY"	-0.9222	0.1366	-0.081	-1.421	-0.0174
"TCGA-CV-A6JZ"	"TCGA-CV-A6JZ"	0.9318	0.2572	1.913	1.173	0.7311
"TCGA-CV-A6K0"	"TCGA-CV-A6K0"	0.5814	0.1095	2.353	0.275	0.3596
"TCGA-CV-A6K1"	"TCGA-CV-A6K1"	-0.5127	0.4351	1.474	-0.052	0.6926
"TCGA-CV-A6K2"	"TCGA-CV-A6K2"	-0.0039	0.2	0.867	-0.152	0.3876
"TCGA-D6-A6EK"	"TCGA-D6-A6EK"	0.1217	0.2667	2.756	0.442	0.6136
"TCGA-D6-A6EM"	"TCGA-D6-A6EM"	0.4748	0.4742	2.436	1.414	0.8181
"TCGA-D6-A6EN"	"TCGA-D6-A6EN"	0.5266	0.4631	2.536	1.45	0.8306
"TCGA-D6-A6EO"	"TCGA-D6-A6EO"	-0.9636	0.2647	0.378	-1.692	0.5506
"TCGA-D6-A6EP"	"TCGA-D6-A6EP"	-0.8245	0.2811	0.333	0.078	-0.1339
"TCGA-D6-A6EQ"	"TCGA-D6-A6EQ"	0.0518	0.3256	1.932	0.494	0.3381
"TCGA-D6-A6ES"	"TCGA-D6-A6ES"	-0.6983	0.4191	0.917	-0.146	-0.1899
"TCGA-HD-A6HZ"	"TCGA-HD-A6HZ"	0.6369	0.1675	2.289	-0.043	0.2181
"TCGA-HD-A6I0"	"TCGA-HD-A6I0"	-0.3409	0.5425	1.621	0.63	0.4931
"TCGA-KU-A6H7"	"TCGA-KU-A6H7"	0.4696	0.4098	1.954	0.997	0.9106
"TCGA-MZ-A6I9"	"TCGA-MZ-A6I9"	-0.6067	0.2418	0.353	-0.915	0.0971
"TCGA-QK-A6IF"	"TCGA-QK-A6IF"	0.6216	0.0552	2.756	-0.356	0.2216
"TCGA-QK-A6IG"	"TCGA-QK-A6IG"	-0.1051	0.5142	1.9	-0.043	0.6906
"TCGA-QK-A6IH"	"TCGA-QK-A6IH"	-0.6567	0.3899	0.162	-0.017	0.0871
"TCGA-QK-A6II"	"TCGA-QK-A6II"	-0.6671	0.3038	0.856	-0.675	0.3811
"TCGA-DH-A66D"	"TCGA-DH-A66D"	0.2716	-0.2628	-1.059	0.695	-0.5564
"TCGA-24-1470"	"TCGA-24-1470"	NA	NA	NA	NA	NA
"TCGA-24-1551"	"TCGA-24-1551"	0.5489	0.1462	0.105	0.913	0.2236
"TCGA-24-1603"	"TCGA-24-1603"	-0.3331	0.2411	-1.212	-0.263	0.4966
"TCGA-24-1471"	"TCGA-24-1471"	NA	NA	NA	NA	NA
"TCGA-24-1552"	"TCGA-24-1552"	-0.6196	0.2314	-1.337	-0.163	0.2031
"TCGA-24-1604"	"TCGA-24-1604"	-0.2732	-0.0178	-0.433	-0.253	0.6691
"TCGA-24-1474"	"TCGA-24-1474"	0.2827	0.2316	-0.96	0.816	0.3076
"TCGA-24-1553"	"TCGA-24-1553"	0.9788	-0.103	1.195	1.426	0.2326
"TCGA-24-1614"	"TCGA-24-1614"	NA	NA	NA	NA	NA
"TCGA-24-1555"	"TCGA-24-1555"	-0.4716	0.216	-1.664	-0.258	0.2726
"TCGA-24-1616"	"TCGA-24-1616"	-0.8334	0.2133	-2.551	-0.575	-0.1719
"TCGA-04-1530"	"TCGA-04-1530"	NA	NA	NA	NA	NA
"TCGA-24-1562"	"TCGA-24-1562"	0.0584	0.089	-0.615	0.28	0.1981
"TCGA-04-1542"	"TCGA-04-1542"	NA	NA	NA	NA	NA
"TCGA-24-1563"	"TCGA-24-1563"	0.1964	0.1793	-0.834	0.533	0.2991
"TCGA-24-1425"	"TCGA-24-1425"	NA	NA	NA	NA	NA
"TCGA-24-1549"	"TCGA-24-1549"	-0.1398	0.2062	0.814	-0.071	0.6631
"TCGA-24-1564"	"TCGA-24-1564"	0.98	-0.0517	-0.323	1.118	0.3051
"TCGA-24-1469"	"TCGA-24-1469"	-0.3209	0.2182	0.003	-0.243	0.3341
"TCGA-24-1550"	"TCGA-24-1550"	0.4361	0.2187	0.251	1.096	0.2446
"TCGA-24-1565"	"TCGA-24-1565"	NA	NA	NA	NA	NA
"TCGA-GV-A6ZA"	"TCGA-GV-A6ZA"	-0.6975	0.351	1.106	-0.583	0.4066
"TCGA-FD-A6TD"	"TCGA-FD-A6TD"	0.5528	0.3371	2.17	0.997	0.4536
"TCGA-UY-A78N"	"TCGA-UY-A78N"	-1.4927	0.2985	-0.446	-1.592	-0.4299
"TCGA-UY-A78O"	"TCGA-UY-A78O"	-0.9022	0.127	-0.246	-0.783	-0.3599
"TCGA-FD-A6TA"	"TCGA-FD-A6TA"	0.3494	0.0621	1.031	0.206	0.1926
"TCGA-KQ-A41Q"	"TCGA-KQ-A41Q"	-1.4897	0.1835	-1.065	-2.434	-0.3159
"TCGA-E7-A7DV"	"TCGA-E7-A7DV"	1.1816	0.3058	0.505	2.756	0.4251
"TCGA-KQ-A41P"	"TCGA-KQ-A41P"	-0.2054	0.0762	-0.128	0.436	0.1116
"TCGA-FD-A6TC"	"TCGA-FD-A6TC"	-0.5031	0.1799	-0.809	-0.458	-0.0074
"TCGA-FD-A6TK"	"TCGA-FD-A6TK"	0.5772	0.2654	2.058	0.813	0.5101
"TCGA-FD-A6TB"	"TCGA-FD-A6TB"	0.8285	0.0141	1.99	0.645	0.2826
"TCGA-UY-A78K"	"TCGA-UY-A78K"	0.5224	0.1551	2.152	0.57	0.1576
"TCGA-UY-A78L"	"TCGA-UY-A78L"	-0.5514	0.3497	-0.671	-0.641	-0.0329
"TCGA-CU-A72E"	"TCGA-CU-A72E"	-0.3394	0.1747	-0.794	-0.037	0.0521
"TCGA-GU-A762"	"TCGA-GU-A762"	0.9798	0.3822	2.466	1.532	0.8996
"TCGA-KQ-A41S"	"TCGA-KQ-A41S"	-0.2254	0.0314	-0.789	-0.052	-0.1194
"TCGA-FD-A6TE"	"TCGA-FD-A6TE"	-0.9733	0.0953	-0.126	-1.638	-0.1304
"TCGA-AC-A6IW"	"TCGA-AC-A6IW"	1.271	0.2225	2.316	1.991	0.5501
"TCGA-EW-A6SD"	"TCGA-EW-A6SD"	0.4021	0.0439	0.991	0.253	0.2091
"TCGA-A7-A6VY"	"TCGA-A7-A6VY"	0.6199	0.1782	2.065	0.622	0.4366
"TCGA-LL-A73Y"	"TCGA-LL-A73Y"	0.3387	-0.0785	2.087	-0.151	-0.0174
"TCGA-A7-A6VX"	"TCGA-A7-A6VX"	-0.2425	-0.0497	-0.234	-0.1	0.4111
"TCGA-EW-A6S9"	"TCGA-EW-A6S9"	-0.179	-0.0275	-0.487	-0.002	0.2976
"TCGA-LD-A74U"	"TCGA-LD-A74U"	0.4783	-0.2075	-0.303	1.009	0.0746
"TCGA-AC-A6IV"	"TCGA-AC-A6IV"	0.9094	-0.2009	1.353	1.134	0.1966
"TCGA-BH-A6R8"	"TCGA-BH-A6R8"	0.0433	-0.1296	1.224	0.768	0.9286
"TCGA-A7-A6VV"	"TCGA-A7-A6VV"	0.4778	0.0965	0.629	0.615	0.0126
"TCGA-OL-A6VR"	"TCGA-OL-A6VR"	-0.939	-0.0729	-1.359	-0.625	-0.0594
"TCGA-A7-A6VW"	"TCGA-A7-A6VW"	0.1447	0.3411	-1.539	0.947	0.6376
"TCGA-D8-A73U"	"TCGA-D8-A73U"	1.4859	-0.3188	1.618	1.498	0.3566
"TCGA-V7-A7HQ"	"TCGA-V7-A7HQ"	-0.5566	0.0898	-0.981	1.003	-0.1394
"TCGA-OL-A6VO"	"TCGA-OL-A6VO"	-0.0782	0.3192	0.073	0.002	0.8006
"TCGA-AC-A6NO"	"TCGA-AC-A6NO"	-0.656	0.0067	-1.037	-0.712	-0.3544
"TCGA-R6-A6L6"	"TCGA-R6-A6L6"	-0.5159	0.3437	0.123	-0.077	-0.0539
"TCGA-R6-A6XG"	"TCGA-R6-A6XG"	-1.8237	0.4732	-1.326	-2.711	-0.2309
"TCGA-JY-A6FE"	"TCGA-JY-A6FE"	0.4124	0.3116	0.744	0.892	0.2446
"TCGA-IG-A7DP"	"TCGA-IG-A7DP"	NA	NA	NA	NA	NA
"TCGA-JY-A6FD"	"TCGA-JY-A6FD"	-0.3748	0.2566	1.309	-0.909	0.5906
"TCGA-JY-A6FH"	"TCGA-JY-A6FH"	-1.4333	0.0948	-1.422	-2.534	0.0706
"TCGA-06-0216"	"TCGA-06-0216"	NA	NA	NA	NA	NA
"TCGA-06-0192"	"TCGA-06-0192"	NA	NA	NA	NA	NA
"TCGA-06-0743"	"TCGA-06-0743"	0.2832	-0.0361	-0.93	0.785	-0.2259
"TCGA-06-0649"	"TCGA-06-0649"	1.0521	-0.1029	-0.454	1.742	-0.2544
"TCGA-12-0688"	"TCGA-12-0688"	NA	NA	NA	NA	NA
"TCGA-06-0745"	"TCGA-06-0745"	0.5381	0.1554	-2.187	1.422	-0.3834
"TCGA-12-0775"	"TCGA-12-0775"	NA	NA	NA	NA	NA
"TCGA-06-0686"	"TCGA-06-0686"	0.1769	0.1247	-1.485	0.836	-0.3969
"TCGA-06-0744"	"TCGA-06-0744"	0.0184	0.0981	-2.747	0.96	-0.3494
"TCGA-12-0773"	"TCGA-12-0773"	NA	NA	NA	NA	NA
"TCGA-12-0691"	"TCGA-12-0691"	NA	NA	NA	NA	NA
"TCGA-06-0747"	"TCGA-06-0747"	-0.2064	0.0376	-1.467	-0.121	-0.0174
"TCGA-12-0776"	"TCGA-12-0776"	NA	NA	NA	NA	NA
"TCGA-12-0654"	"TCGA-12-0654"	NA	NA	NA	NA	NA
"TCGA-12-0692"	"TCGA-12-0692"	NA	NA	NA	NA	NA
"TCGA-12-0778"	"TCGA-12-0778"	NA	NA	NA	NA	NA
"TCGA-12-0656"	"TCGA-12-0656"	NA	NA	NA	NA	NA
"TCGA-12-0703"	"TCGA-12-0703"	NA	NA	NA	NA	NA
"TCGA-06-0749"	"TCGA-06-0749"	0.8705	-0.1729	-1.051	1.979	-0.0174
"TCGA-12-0780"	"TCGA-12-0780"	NA	NA	NA	NA	NA
"TCGA-12-0657"	"TCGA-12-0657"	NA	NA	NA	NA	NA
"TCGA-12-0707"	"TCGA-12-0707"	NA	NA	NA	NA	NA
"TCGA-06-0750"	"TCGA-06-0750"	0.6043	-0.0554	-0.701	1.405	-0.0529
"TCGA-12-0662"	"TCGA-12-0662"	NA	NA	NA	NA	NA
"TCGA-15-0742"	"TCGA-15-0742"	-0.3154	0.1645	-1.189	0.096	-0.2134
"TCGA-12-0769"	"TCGA-12-0769"	NA	NA	NA	NA	NA
"TCGA-09-0364"	"TCGA-09-0364"	-1.9048	0.315	-2.663	-2.075	-0.7949
"TCGA-13-0723"	"TCGA-13-0723"	NA	NA	NA	NA	NA
"TCGA-09-0366"	"TCGA-09-0366"	1.0254	0.0113	-0.558	2.224	0.5281
"TCGA-13-0725"	"TCGA-13-0725"	NA	NA	NA	NA	NA
"TCGA-09-0365"	"TCGA-09-0365"	NA	NA	NA	NA	NA
"TCGA-13-0724"	"TCGA-13-0724"	NA	NA	NA	NA	NA
"TCGA-09-0367"	"TCGA-09-0367"	-0.1422	0.2269	-0.418	0.926	0.1031
"TCGA-13-0726"	"TCGA-13-0726"	NA	NA	NA	NA	NA
"TCGA-09-0369"	"TCGA-09-0369"	-0.649	0.3175	-0.783	0.318	-0.5549
"TCGA-13-0727"	"TCGA-13-0727"	NA	NA	NA	NA	NA
"TCGA-13-0714"	"TCGA-13-0714"	NA	NA	NA	NA	NA
"TCGA-13-0730"	"TCGA-13-0730"	-0.382	0.2685	0.481	0.178	0.4771
"TCGA-13-0717"	"TCGA-13-0717"	NA	NA	NA	NA	NA
"TCGA-13-0751"	"TCGA-13-0751"	NA	NA	NA	NA	NA
"TCGA-13-0720"	"TCGA-13-0720"	NA	NA	NA	NA	NA
"TCGA-13-0755"	"TCGA-13-0755"	NA	NA	NA	NA	NA
"TCGA-AO-A0J6"	"TCGA-AO-A0J6"	0.3595	0.2103	0.733	0.459	0.4626
"TCGA-AO-A0J8"	"TCGA-AO-A0J8"	0.1831	-0.1146	0.42	0.538	0.3251
"TCGA-AN-A0FT"	"TCGA-AN-A0FT"	-0.0274	0.0333	-1.54	0.791	0.1311
"TCGA-B6-A0IN"	"TCGA-B6-A0IN"	0.5554	-0.0529	0.676	1.118	-0.0859
"TCGA-B6-A0I6"	"TCGA-B6-A0I6"	-0.3038	0.1004	0.465	-0.202	-0.3359
"TCGA-B6-A0IC"	"TCGA-B6-A0IC"	-1.0934	-0.1682	-2.787	-0.684	-0.2519
"TCGA-AO-A0J5"	"TCGA-AO-A0J5"	-0.0408	-0.1732	-1.427	0.031	-0.2814
"TCGA-BH-A0HQ"	"TCGA-BH-A0HQ"	-0.2809	-0.1478	-3.179	0.005	-0.2924
"TCGA-AN-A0FS"	"TCGA-AN-A0FS"	-0.4112	-0.1985	-1.559	-0.423	-0.1714
"TCGA-BH-A0HO"	"TCGA-BH-A0HO"	0.355	-0.1554	-0.668	0.784	0.4326
"TCGA-B6-A0IM"	"TCGA-B6-A0IM"	-0.3891	-0.0579	-1.335	-0.559	-0.0174
"TCGA-B6-A0I5"	"TCGA-B6-A0I5"	-0.1667	0.1006	-1.292	0.357	-0.2669
"TCGA-B6-A0IJ"	"TCGA-B6-A0IJ"	0.9664	0.2241	1.445	0.982	0.1416
"TCGA-AO-A0J7"	"TCGA-AO-A0J7"	-0.9463	0.1206	-1.171	-0.684	-0.6214
"TCGA-BH-A0E7"	"TCGA-BH-A0E7"	-0.817	-0.161	-1.685	-0.72	-0.3489
"TCGA-B6-A0IE"	"TCGA-B6-A0IE"	-0.7304	0.1484	-0.508	-0.19	-0.1549
"TCGA-B6-A0I2"	"TCGA-B6-A0I2"	0.6002	0.2063	1.726	0.686	0.2216
"TCGA-BH-A0HW"	"TCGA-BH-A0HW"	-1.3888	-0.0229	-1.963	-1.176	-0.1449
"TCGA-BH-A0EB"	"TCGA-BH-A0EB"	0.6679	-0.117	0.481	0.874	0.2201
"TCGA-BH-A0BD"	"TCGA-BH-A0BD"	0.3567	-0.0566	0.638	0.525	0.3901
"TCGA-AO-A0J3"	"TCGA-AO-A0J3"	-0.9111	0.0414	-1.931	-0.52	0.0471
"TCGA-B6-A0I9"	"TCGA-B6-A0I9"	-0.2137	0.0279	-0.072	-0.251	-0.0459
"TCGA-B6-A0IQ"	"TCGA-B6-A0IQ"	-0.3573	0.2625	0.866	-0.476	0.0126
"TCGA-BH-A0HL"	"TCGA-BH-A0HL"	-1.549	0.024	-2.916	-1.66	-0.2504
"TCGA-BH-A0EE"	"TCGA-BH-A0EE"	-0.4753	0.2955	0.639	-0.675	0.8926
"TCGA-B6-A0IA"	"TCGA-B6-A0IA"	-1.2945	0.14	-3.179	-0.056	-0.0234
"TCGA-B6-A0IP"	"TCGA-B6-A0IP"	-0.2665	-0.1105	-0.724	-0.268	-0.1739
"TCGA-B6-A0I8"	"TCGA-B6-A0I8"	-0.7742	-0.184	-2.368	-0.52	-0.4039
"TCGA-AN-A0FY"	"TCGA-AN-A0FY"	-0.3593	0.1033	0.091	-0.204	-0.1599
"TCGA-BH-A0HU"	"TCGA-BH-A0HU"	-0.7188	0.1707	-0.509	-0.265	-0.0584
"TCGA-B6-A0IB"	"TCGA-B6-A0IB"	-1.4711	0.0315	-1.997	-0.984	-0.2084
"TCGA-AN-A0FL"	"TCGA-AN-A0FL"	-0.8532	0.0414	-1.541	-0.396	0.1396
"TCGA-AN-A0FX"	"TCGA-AN-A0FX"	-0.3862	0.0656	-0.734	-0.622	-0.1479
"TCGA-BH-A0E6"	"TCGA-BH-A0E6"	-0.0223	0.3156	0.206	0.414	0.0476
"TCGA-AN-A0FN"	"TCGA-AN-A0FN"	0.9153	-0.1339	1.127	0.525	0.2111
"TCGA-AO-A0J9"	"TCGA-AO-A0J9"	0.7926	-0.019	1.34	2.319	0.2116
"TCGA-AO-A03R"	"TCGA-AO-A03R"	0.1392	0.2242	1.037	0.472	-0.0559
"TCGA-AO-A0J4"	"TCGA-AO-A0J4"	0.5052	0.0825	1.289	-0.102	0.3071
"TCGA-AO-A0J2"	"TCGA-AO-A0J2"	-0.1057	0.2603	1.237	0.149	0.4481
"TCGA-B6-A0IO"	"TCGA-B6-A0IO"	-0.5133	-0.0358	-0.679	-0.245	-0.2259
"TCGA-B6-A0IG"	"TCGA-B6-A0IG"	-0.7025	0.1197	-0.347	-0.72	0.5616
"TCGA-AN-A0FZ"	"TCGA-AN-A0FZ"	-0.7722	0.0367	-2.365	-0.873	-0.2699
"TCGA-AO-A03T"	"TCGA-AO-A03T"	-0.2315	0.072	0.404	0.167	0.1901
"TCGA-AN-A0G0"	"TCGA-AN-A0G0"	-0.1516	0.225	-0.447	-0.221	-0.3089
"TCGA-AN-A0FW"	"TCGA-AN-A0FW"	-0.3952	0.0676	-0.625	-0.206	-0.3974
"TCGA-AQ-A04J"	"TCGA-AQ-A04J"	0.7188	0.0582	1.467	0.05	0.1671
"TCGA-A7-A426"	"TCGA-A7-A426"	-0.1433	-0.1701	-0.219	0.087	0.0246
"TCGA-LL-A441"	"TCGA-LL-A441"	0.7824	-0.0574	1.709	0.011	0.2441
"TCGA-LL-A440"	"TCGA-LL-A440"	0.9265	-0.3074	0.91	1.755	-0.1414
"TCGA-BH-A42U"	"TCGA-BH-A42U"	0.2682	-0.0915	0.627	0.481	0.0806
"TCGA-B6-A409"	"TCGA-B6-A409"	-0.191	0.2214	-0.032	0.409	0.2596
"TCGA-EW-A423"	"TCGA-EW-A423"	0.1338	-0.0051	-0.248	1.56	0.1246
"TCGA-BH-A42V"	"TCGA-BH-A42V"	0.1067	-0.1481	0.82	0.056	-0.2604
"TCGA-GM-A3XG"	"TCGA-GM-A3XG"	-0.7188	-0.0439	-1.023	-0.369	-0.2689
"TCGA-B6-A408"	"TCGA-B6-A408"	0.4329	-0.1149	1.934	0.88	0.7066
"TCGA-EW-A3E8"	"TCGA-EW-A3E8"	0.5072	-0.1262	1.775	0.93	0.4786
"TCGA-D8-A3Z5"	"TCGA-D8-A3Z5"	-0.6661	-0.2277	-1.371	-0.369	-0.2509
"TCGA-A7-A425"	"TCGA-A7-A425"	0.1702	-0.0956	-0.844	0.992	-0.1554
"TCGA-BH-A42T"	"TCGA-BH-A42T"	0.0557	0.1836	0.424	1.025	-0.1944
"TCGA-LN-A49R"	"TCGA-LN-A49R"	0.3258	0.2043	2.341	0.678	0.6771
"TCGA-L5-A43J"	"TCGA-L5-A43J"	-0.316	0.1993	-0.624	-0.943	0.1346
"TCGA-IG-A3Y9"	"TCGA-IG-A3Y9"	0.0401	0.2341	0.705	0.243	0.4236
"TCGA-LN-A49P"	"TCGA-LN-A49P"	0.8593	0.0415	2.345	0.804	0.6211
"TCGA-L5-A43I"	"TCGA-L5-A43I"	-1.0568	0.1719	-0.22	-2.487	0.0126
"TCGA-IG-A3QL"	"TCGA-IG-A3QL"	-1.4948	0.3363	-0.393	-2.112	0.0246
