"FID"	"IID"	"Sigs160.Attractors_G.GIMAP4"	"Sigs160.Attractors_G.HLA.DPA1"	"Sigs160.Attractors_G.LILRB4"	"Sigs160.Attractors_G.SIGLEC9"	"Sigs160.Attractors_G.SLAMF6"
"TCGA-CJ-5676"	"TCGA-CJ-5676"	11.15509586	13.48724914	8.732262215	7.138685007	7.689110687
"TCGA-B0-5705"	"TCGA-B0-5705"	10.46298547	14.10888254	7.939203674	6.641671777	7.031628338
"TCGA-CJ-5677"	"TCGA-CJ-5677"	9.776401917	13.84658048	8.974777706	7.795929466	6.580191639
"TCGA-B0-5696"	"TCGA-B0-5696"	10.27441901	12.99988885	7.493744017	5.982476171	5.487152846
"TCGA-B0-5706"	"TCGA-B0-5706"	10.08366624	13.383781	8.187104212	6.636271353	9.496783536
"TCGA-CJ-5678"	"TCGA-CJ-5678"	10.34332709	15.07687616	8.975975675	7.462661507	8.537106483
"TCGA-B0-5697"	"TCGA-B0-5697"	9.938625276	14.19443514	9.091977845	7.713799023	7.757824784
"TCGA-B0-5707"	"TCGA-B0-5707"	7.320321792	12.4910086	7.712564288	6.324714287	5.826217481
"TCGA-B8-5549"	"TCGA-B8-5549"	10.87211936	13.28807396	7.880045217	6.995946916	6.360599224
"TCGA-CJ-5679"	"TCGA-CJ-5679"	8.864410137	11.37614141	6.616018171	5.141481906	4.637486397
"TCGA-B8-5551"	"TCGA-B8-5551"	10.87093677	14.74365135	10.39651296	9.189609181	9.255660181
"TCGA-CJ-5680"	"TCGA-CJ-5680"	9.562468438	12.55608428	7.932568853	6.539038247	5.27760962
"TCGA-B2-5635"	"TCGA-B2-5635"	10.69473742	14.13467088	8.876896806	7.905706208	7.268576101
"TCGA-B8-5553"	"TCGA-B8-5553"	11.07367553	13.56552855	8.265805414	7.350549828	7.036975981
"TCGA-CJ-5681"	"TCGA-CJ-5681"	7.509684146	12.57305355	6.419331339	6.376411062	3.876507207
"TCGA-B2-5641"	"TCGA-B2-5641"	10.47751105	14.51916095	9.132921597	7.949056357	7.784031494
"TCGA-B8-5546"	"TCGA-B8-5546"	8.094930801	11.72397039	5.330564758	4.630645697	4.777119241
"TCGA-B0-5699"	"TCGA-B0-5699"	9.959773372	12.95041439	8.029568536	6.905196303	6.696685097
"TCGA-B2-5633"	"TCGA-B2-5633"	10.74452517	13.64552123	8.410436684	7.359416302	7.196259726
"TCGA-CJ-5682"	"TCGA-CJ-5682"	10.25570561	12.59001613	7.120294513	5.716599442	6.719534718
"TCGA-CJ-5683"	"TCGA-CJ-5683"	10.64985811	12.6452548	7.634959836	6.18175938	5.448977649
"TCGA-B8-5550"	"TCGA-B8-5550"	9.764069829	13.41413531	8.331663838	7.154541718	6.36444775
"TCGA-A3-3358"	"TCGA-A3-3358"	10.32309529	13.99209735	8.802937672	7.967111125	8.25938659
"TCGA-09-2054"	"TCGA-09-2054"	7.376803271	10.04895243	6.121880514	5.142262807	5.048026213
"TCGA-24-2019"	"TCGA-24-2019"	7.575558491	11.89982392	6.506541986	5.615389538	5.798663009
"TCGA-24-2260"	"TCGA-24-2260"	NA	NA	NA	NA	NA
"TCGA-61-2003"	"TCGA-61-2003"	NA	NA	NA	NA	NA
"TCGA-61-2088"	"TCGA-61-2088"	5.712705669	9.00962831	5.304025533	3.905015441	2.40846196
"TCGA-61-2102"	"TCGA-61-2102"	7.765612068	10.31142061	7.453368171	6.713372029	3.647601202
"TCGA-24-2024"	"TCGA-24-2024"	6.685065112	12.54440753	6.337165867	5.556404154	4.238064764
"TCGA-24-2261"	"TCGA-24-2261"	8.79009189	13.71544091	8.163360756	7.468227696	7.01546583
"TCGA-61-2008"	"TCGA-61-2008"	7.290713166	12.53294245	6.765872569	6.091491984	5.361950306
"TCGA-61-2092"	"TCGA-61-2092"	5.596600662	10.86637664	3.822491968	3.06406883	3.996257481
"TCGA-61-2104"	"TCGA-61-2104"	8.000520427	13.28791918	7.467441842	6.353629799	6.446998058
"TCGA-23-2072"	"TCGA-23-2072"	NA	NA	NA	NA	NA
"TCGA-24-2030"	"TCGA-24-2030"	NA	NA	NA	NA	NA
"TCGA-61-1734"	"TCGA-61-1734"	NA	NA	NA	NA	NA
"TCGA-61-2009"	"TCGA-61-2009"	8.085342095	12.42320469	7.159446131	6.168041065	5.993462835
"TCGA-61-2094"	"TCGA-61-2094"	9.557373253	13.85392695	8.880380401	7.565077512	9.017265027
"TCGA-61-2109"	"TCGA-61-2109"	6.559422006	12.31118857	6.766267603	6.22200462	4.371916198
"TCGA-23-2077"	"TCGA-23-2077"	7.65124258	13.09094393	7.512370028	6.445693982	5.261104761
"TCGA-24-2033"	"TCGA-24-2033"	6.151393622	12.69509549	6.564232589	6.063987953	3.593597481
"TCGA-61-1736"	"TCGA-61-1736"	7.309283389	11.69788329	7.265403256	6.552096646	4.613071045
"TCGA-61-2012"	"TCGA-61-2012"	7.690470982	12.21086456	7.947440962	6.888742895	7.650398852
"TCGA-61-2095"	"TCGA-61-2095"	NA	NA	NA	NA	NA
"TCGA-61-2110"	"TCGA-61-2110"	6.293360106	10.7290181	6.185176764	5.271921946	4.04781306
"TCGA-23-2078"	"TCGA-23-2078"	NA	NA	NA	NA	NA
"TCGA-24-2035"	"TCGA-24-2035"	9.055301087	12.78996804	7.999748843	6.90626787	6.374877638
"TCGA-61-1995"	"TCGA-61-1995"	8.260126662	12.20324362	7.721987766	6.760676413	6.473557998
"TCGA-61-2016"	"TCGA-61-2016"	7.706618405	13.456251	6.496141443	5.995673528	5.18972401
"TCGA-61-2096"	"TCGA-61-2096"	NA	NA	NA	NA	NA
"TCGA-61-2111"	"TCGA-61-2111"	7.201500233	11.89427652	7.111749538	6.16432039	5.88094395
"TCGA-23-2079"	"TCGA-23-2079"	NA	NA	NA	NA	NA
"TCGA-61-2017"	"TCGA-61-2017"	NA	NA	NA	NA	NA
"TCGA-61-2097"	"TCGA-61-2097"	7.218179396	11.81494576	7.341198874	6.515199363	3.945382022
"TCGA-61-2113"	"TCGA-61-2113"	8.275800197	11.46888613	7.732633076	6.73860204	6.152743616
"TCGA-23-2081"	"TCGA-23-2081"	6.281445401	9.986759791	4.872428925	4.13816522	2.537832692
"TCGA-24-2038"	"TCGA-24-2038"	6.44914066	12.12039634	5.114088132	4.785285759	2.69945708
"TCGA-61-2000"	"TCGA-61-2000"	6.812722211	13.57755902	6.662999451	6.03875998	4.968852913
"TCGA-61-2018"	"TCGA-61-2018"	NA	NA	NA	NA	NA
"TCGA-09-2053"	"TCGA-09-2053"	NA	NA	NA	NA	NA
"TCGA-23-2084"	"TCGA-23-2084"	7.510250798	11.57542965	6.757066129	6.489927609	4.523844425
"TCGA-24-2254"	"TCGA-24-2254"	7.352091045	11.92841878	7.839357917	6.905271342	3.878051693
"TCGA-61-2002"	"TCGA-61-2002"	NA	NA	NA	NA	NA
"TCGA-61-2087"	"TCGA-61-2087"	NA	NA	NA	NA	NA
"TCGA-61-2101"	"TCGA-61-2101"	NA	NA	NA	NA	NA
"TCGA-C5-A8XI"	"TCGA-C5-A8XI"	7.641622024	10.88130169	6.306457414	4.321288422	7.028825448
"TCGA-C5-A902"	"TCGA-C5-A902"	7.942734698	14.22825568	5.438697654	4.222931267	7.297618535
"TCGA-C5-A8YQ"	"TCGA-C5-A8YQ"	5.978318199	10.75039419	6.328437685	5.137511324	5.089936012
"TCGA-C5-A905"	"TCGA-C5-A905"	5.546675118	10.01160859	5.343674617	3.722371428	4.297348353
"TCGA-C5-A8XJ"	"TCGA-C5-A8XJ"	7.521340873	11.51587058	6.523579128	4.919484965	6.041063279
"TCGA-VS-A94W"	"TCGA-VS-A94W"	8.626392219	12.89539416	8.04137922	6.436165154	7.693951069
"TCGA-EX-A8YF"	"TCGA-EX-A8YF"	8.137318472	13.54521851	7.25772618	5.68467634	8.215971554
"TCGA-VS-A8Q9"	"TCGA-VS-A8Q9"	6.569343845	10.13110331	5.525756036	4.099999799	4.965971749
"TCGA-ZJ-A8QQ"	"TCGA-ZJ-A8QQ"	6.308504008	10.74659686	6.079307809	4.487409759	4.430994164
"TCGA-C5-A907"	"TCGA-C5-A907"	6.73906113	13.68036208	6.14436359	4.21479063	5.927371803
"TCGA-C5-A8XK"	"TCGA-C5-A8XK"	6.916666679	12.38094146	6.678218094	4.997180672	4.477574943
"TCGA-ZJ-A8QO"	"TCGA-ZJ-A8QO"	8.312182366	11.9629921	7.035258145	5.866651092	7.853705478
"TCGA-VS-A8Q8"	"TCGA-VS-A8Q8"	7.693687404	12.83613709	7.583646221	5.402036242	6.649884671
"TCGA-VS-A8QC"	"TCGA-VS-A8QC"	6.428831425	10.6964941	6.040111596	4.569342868	5.936994042
"TCGA-MY-A913"	"TCGA-MY-A913"	7.358470518	11.92476007	7.411522248	6.084866301	6.457833256
"TCGA-GH-A9DA"	"TCGA-GH-A9DA"	6.325131024	11.16025438	6.970916479	5.646652144	5.569747604
"TCGA-C5-A8YR"	"TCGA-C5-A8YR"	7.615033942	12.86775074	8.409511861	6.484896493	5.641306035
"TCGA-C5-A8YT"	"TCGA-C5-A8YT"	7.301147136	10.04481004	5.608893139	4.468464974	5.08480066
"TCGA-VS-A8EI"	"TCGA-VS-A8EI"	8.277715958	11.22094049	6.78869071	5.211919737	7.257779263
"TCGA-C5-A8ZZ"	"TCGA-C5-A8ZZ"	6.7353986	10.23659422	6.016062215	4.872919401	4.829714695
"TCGA-2W-A8YY"	"TCGA-2W-A8YY"	7.289876514	11.33276128	7.578045429	5.603422745	6.171722457
"TCGA-C5-A8XH"	"TCGA-C5-A8XH"	7.451915579	12.27187931	7.320853559	5.379486489	6.316077282
"TCGA-C5-A901"	"TCGA-C5-A901"	6.780557895	10.45253648	6.392676687	5.09061347	6.37369368
"TCGA-VS-A8EJ"	"TCGA-VS-A8EJ"	5.964380688	14.03261985	5.883970489	4.566745296	4.882464106
"TCGA-AJ-A8CV"	"TCGA-AJ-A8CV"	7.661878603	12.92260658	7.422341645	5.929812094	6.245000237
"TCGA-AJ-A8CW"	"TCGA-AJ-A8CW"	7.108569796	11.6661044	6.777812932	4.794079271	5.643158974
"TCGA-PG-A914"	"TCGA-PG-A914"	6.874334125	11.65367348	7.107333273	5.718388572	5.137298045
"TCGA-PG-A916"	"TCGA-PG-A916"	6.568189466	11.9918712	5.655963071	4.803966779	4.663838809
"TCGA-4E-A92E"	"TCGA-4E-A92E"	7.839381396	13.22092385	8.419015967	6.293065539	6.397819782
"TCGA-E6-A8L9"	"TCGA-E6-A8L9"	8.094717924	11.48464706	6.982292318	5.099734196	5.906988056
"TCGA-PG-A915"	"TCGA-PG-A915"	5.80686144	10.92440159	5.395299553	4.002817587	3.707176262
"TCGA-AJ-A8CT"	"TCGA-AJ-A8CT"	9.215252498	12.49437835	7.47622352	6.093213462	8.119617467
"TCGA-QS-A8F1"	"TCGA-QS-A8F1"	5.281553492	10.30477596	6.519192716	3.35647347	3.815891145
"TCGA-PG-A917"	"TCGA-PG-A917"	7.756429624	13.68726499	7.323679408	5.78076876	6.689922705
"TCGA-5B-A90C"	"TCGA-5B-A90C"	6.305676775	10.0131835	5.46550869	3.773743696	3.980981634
"TCGA-GJ-A6C0"	"TCGA-GJ-A6C0"	NA	NA	NA	NA	NA
"TCGA-K7-A6G5"	"TCGA-K7-A6G5"	8.43048762	11.68629529	6.943423224	5.376971377	5.829229254
"TCGA-LG-A6GG"	"TCGA-LG-A6GG"	7.369987819	9.517846132	4.686373024	3.737855667	3.792257532
"TCGA-EJ-A65F"	"TCGA-EJ-A65F"	8.164648444	11.09187701	6.058917906	4.666583699	5.490759422
"TCGA-EJ-A65J"	"TCGA-EJ-A65J"	6.822399518	10.68844144	6.21811105	4.729716303	4.376591824
"TCGA-G9-6339"	"TCGA-G9-6339"	NA	NA	NA	NA	NA
"TCGA-G9-6354"	"TCGA-G9-6354"	NA	NA	NA	NA	NA
"TCGA-G9-6498"	"TCGA-G9-6498"	NA	NA	NA	NA	NA
"TCGA-H9-A6BX"	"TCGA-H9-A6BX"	NA	NA	NA	NA	NA
"TCGA-J4-A67T"	"TCGA-J4-A67T"	7.135718537	10.11008225	6.10007824	4.51712892	4.601618138
"TCGA-J4-A6G1"	"TCGA-J4-A6G1"	9.252748005	12.49609701	7.65878487	5.968370808	8.906595177
"TCGA-J4-A6G3"	"TCGA-J4-A6G3"	8.092548084	12.14130092	6.613043933	5.446617167	6.51981842
"TCGA-KK-A6DY"	"TCGA-KK-A6DY"	6.51693591	11.60883485	6.193703761	4.775347384	5.589138199
"TCGA-KK-A6E0"	"TCGA-KK-A6E0"	7.685948792	10.23263253	5.351554156	4.242928811	4.34716456
"TCGA-KK-A6E1"	"TCGA-KK-A6E1"	6.401579213	10.48880072	5.167810553	3.882409213	4.222837486
"TCGA-KK-A6E2"	"TCGA-KK-A6E2"	6.284547024	11.10920581	4.589667135	3.36613893	5.094790876
"TCGA-KK-A6E5"	"TCGA-KK-A6E5"	7.696638112	10.73700977	5.536195702	4.264632661	5.621133852
"TCGA-KK-A6E6"	"TCGA-KK-A6E6"	7.614372971	11.93793911	5.743328289	3.957475103	5.1887199
"TCGA-D3-A5GT"	"TCGA-D3-A5GT"	6.114851662	9.153493821	4.531359344	3.378552995	3.376829513
"TCGA-D9-A6E9"	"TCGA-D9-A6E9"	NA	NA	NA	NA	NA
"TCGA-D9-A6EA"	"TCGA-D9-A6EA"	NA	NA	NA	NA	NA
"TCGA-D9-A6EC"	"TCGA-D9-A6EC"	NA	NA	NA	NA	NA
"TCGA-EB-A57M"	"TCGA-EB-A57M"	8.241302453	12.29885212	6.650895571	6.286699837	6.439779074
"TCGA-EB-A5SE"	"TCGA-EB-A5SE"	6.618025354	9.386566199	4.957587353	3.287697427	4.592494626
"TCGA-EB-A5SF"	"TCGA-EB-A5SF"	5.922078634	10.40520804	5.666916757	4.052047294	3.401014725
"TCGA-EB-A5SG"	"TCGA-EB-A5SG"	NA	NA	NA	NA	NA
"TCGA-EB-A5SH"	"TCGA-EB-A5SH"	NA	NA	NA	NA	NA
"TCGA-EB-A5UL"	"TCGA-EB-A5UL"	NA	NA	NA	NA	NA
"TCGA-EB-A5UM"	"TCGA-EB-A5UM"	8.344897327	12.27008855	6.491780903	4.581992757	7.708158352
"TCGA-EB-A5UN"	"TCGA-EB-A5UN"	NA	NA	NA	NA	NA
"TCGA-FR-A69P"	"TCGA-FR-A69P"	NA	NA	NA	NA	NA
"TCGA-FW-A5DY"	"TCGA-FW-A5DY"	NA	NA	NA	NA	NA
"TCGA-GF-A6C8"	"TCGA-GF-A6C8"	NA	NA	NA	NA	NA
"TCGA-GF-A6C9"	"TCGA-GF-A6C9"	NA	NA	NA	NA	NA
"TCGA-QB-A6FS"	"TCGA-QB-A6FS"	NA	NA	NA	NA	NA
"TCGA-RP-A690"	"TCGA-RP-A690"	NA	NA	NA	NA	NA
"TCGA-RP-A693"	"TCGA-RP-A693"	NA	NA	NA	NA	NA
"TCGA-RP-A694"	"TCGA-RP-A694"	NA	NA	NA	NA	NA
"TCGA-RP-A695"	"TCGA-RP-A695"	NA	NA	NA	NA	NA
"TCGA-BP-4768"	"TCGA-BP-4768"	9.133856084	11.99591853	7.887668407	6.210758608	5.949149228
"TCGA-BP-4769"	"TCGA-BP-4769"	10.22373166	11.35315591	5.60500414	4.486555459	4.274191594
"TCGA-BP-4774"	"TCGA-BP-4774"	10.7993175	12.6225577	7.401656614	6.494106632	6.43406181
"TCGA-BP-4351"	"TCGA-BP-4351"	10.1081407	12.45325847	7.86391996	6.11444004	6.07469463
"TCGA-BP-4761"	"TCGA-BP-4761"	8.389530025	12.21460523	7.912603436	5.664288252	7.22551267
"TCGA-BP-4173"	"TCGA-BP-4173"	10.90857284	15.38431837	10.25330526	8.660601895	9.252693404
"TCGA-BP-4352"	"TCGA-BP-4352"	6.524833962	9.588358508	7.159429158	4.783050635	4.142936508
"TCGA-BP-4762"	"TCGA-BP-4762"	11.09856093	13.16633052	8.164330814	7.291289184	7.436338097
"TCGA-BP-4158"	"TCGA-BP-4158"	10.63889697	12.71631776	7.371602489	6.364067944	6.421728574
"TCGA-BP-4174"	"TCGA-BP-4174"	9.432540806	13.93536692	8.505929003	7.531839198	7.0504503
"TCGA-BP-4343"	"TCGA-BP-4343"	10.3219279	14.27015752	8.695831595	7.98958194	8.265354232
"TCGA-BP-4159"	"TCGA-BP-4159"	11.26141076	12.93107174	7.747516559	6.189170938	6.702630152
"TCGA-BP-4176"	"TCGA-BP-4176"	9.94409177	14.12803616	9.061389706	8.076718507	8.181225775
"TCGA-BP-4354"	"TCGA-BP-4354"	10.79785605	14.19543427	10.54216111	9.346658939	7.597718342
"TCGA-BP-4765"	"TCGA-BP-4765"	11.0314483	12.17785033	7.385471916	6.442208409	5.230276774
"TCGA-BP-4160"	"TCGA-BP-4160"	10.69668707	14.44621149	8.72593171	7.714585776	7.887917816
"TCGA-BP-4325"	"TCGA-BP-4325"	10.11818191	13.56612437	8.328053883	7.002281549	7.035848423
"TCGA-BP-4335"	"TCGA-BP-4335"	10.36519915	13.5282358	8.33699259	6.165605856	8.069585454
"TCGA-BP-4345"	"TCGA-BP-4345"	10.76115125	13.65842184	9.198126629	7.468415736	7.684984734
"TCGA-BP-4766"	"TCGA-BP-4766"	10.43536161	12.08085026	8.038538947	7.305995303	5.778480334
"TCGA-BP-4165"	"TCGA-BP-4165"	10.87119384	13.07435055	7.716504031	5.668099114	7.161752744
"TCGA-BP-4326"	"TCGA-BP-4326"	9.785367233	12.16606129	8.064727889	6.105810937	5.337222136
"TCGA-BP-4337"	"TCGA-BP-4337"	9.431823495	12.00028278	8.259827079	6.003582206	6.986762033
"TCGA-BP-4346"	"TCGA-BP-4346"	10.80900663	14.69687344	9.522070487	7.338399561	8.820271691
"TCGA-BP-4756"	"TCGA-BP-4756"	8.251156256	12.32570709	7.941742567	6.546078354	6.206546792
"TCGA-BP-4166"	"TCGA-BP-4166"	10.72346305	12.98441905	7.709441364	6.927471623	7.076808429
"TCGA-BP-4347"	"TCGA-BP-4347"	11.12553111	12.79500867	7.192728846	5.871778588	6.581770321
"TCGA-BP-4758"	"TCGA-BP-4758"	11.59378482	13.85402816	8.727212204	6.666139764	8.177375683
"TCGA-BP-4169"	"TCGA-BP-4169"	10.93000076	13.47806137	9.121228542	7.767142954	7.836454285
"TCGA-BP-4340"	"TCGA-BP-4340"	9.006245357	12.78480435	7.068322121	5.60990454	5.746901961
"TCGA-BP-4349"	"TCGA-BP-4349"	11.10271715	12.38090621	7.682008452	5.914305288	6.375823682
"TCGA-BP-4759"	"TCGA-BP-4759"	11.11336944	11.96994593	7.249795078	6.14271974	6.644155957
"TCGA-BP-4771"	"TCGA-BP-4771"	11.31429667	14.54759516	9.543827951	7.662325712	8.875933637
"TCGA-BP-4330"	"TCGA-BP-4330"	11.06876255	14.34871065	8.946873549	7.455126982	8.826212499
"TCGA-BP-4341"	"TCGA-BP-4341"	10.75941959	11.88131812	7.298862952	5.629376612	5.633306379
"TCGA-BP-4332"	"TCGA-BP-4332"	10.87519292	12.09337265	7.51589341	6.560741181	6.475760851
"TCGA-BP-4355"	"TCGA-BP-4355"	11.54810526	12.01734465	7.720565451	5.945029832	5.567197056
"TCGA-BP-4327"	"TCGA-BP-4327"	10.21620982	11.95764966	7.654750441	5.986293742	6.191816681
"TCGA-BP-4329"	"TCGA-BP-4329"	11.08480277	13.59161877	8.251620829	6.930023577	6.969986876
"TCGA-BP-4170"	"TCGA-BP-4170"	11.06066038	14.09408329	8.422218618	7.788437337	7.606494304
"TCGA-BP-4338"	"TCGA-BP-4338"	8.687273194	12.78088982	8.427253671	7.530587764	6.586421751
"TCGA-VQ-A8PP"	"TCGA-VQ-A8PP"	7.483412706	11.3776161	7.638032709	5.680553169	6.391829578
"TCGA-VQ-A8PE"	"TCGA-VQ-A8PE"	7.597062593	11.08208209	7.193954633	5.263720934	7.173668854
"TCGA-VQ-A91U"	"TCGA-VQ-A91U"	7.836049114	12.1822947	7.119047784	5.097837806	7.211267676
"TCGA-VQ-A923"	"TCGA-VQ-A923"	9.666656172	12.79997134	7.997223176	6.605469078	8.736439958
"TCGA-VQ-A94P"	"TCGA-VQ-A94P"	9.403002343	11.74825689	7.747384182	5.71760423	7.330129298
"TCGA-VQ-AA6A"	"TCGA-VQ-AA6A"	6.525295561	9.671090876	5.390650087	3.678732199	5.302851933
"TCGA-VQ-A8PF"	"TCGA-VQ-A8PF"	9.905143762	13.99434401	9.007553887	7.442610381	8.973550939
"TCGA-VQ-A91A"	"TCGA-VQ-A91A"	8.099175671	10.76716755	8.485880355	6.898651099	6.10755683
"TCGA-VQ-AA6J"	"TCGA-VQ-AA6J"	8.90038235	12.79901446	8.80278775	6.333280871	8.212855973
"TCGA-ZH-A8Y4"	"TCGA-ZH-A8Y4"	7.222428607	9.985699748	6.416739942	5.369014978	4.920391245
"TCGA-4G-AAZT"	"TCGA-4G-AAZT"	7.918699864	12.69199957	6.644725412	4.728788475	5.465615046
"TCGA-W5-AA2O"	"TCGA-W5-AA2O"	6.593759608	11.15606979	6.635439871	5.122150512	3.620596582
"TCGA-ZH-A8Y5"	"TCGA-ZH-A8Y5"	6.28002706	9.064320142	3.886534353	2.849956411	1.82069872
"TCGA-W6-AA0S"	"TCGA-W6-AA0S"	6.395756104	12.15413606	7.550129248	6.329537979	5.177996202
"TCGA-W5-AA30"	"TCGA-W5-AA30"	8.425552093	11.85444742	7.031431911	5.647351096	7.342862327
"TCGA-W5-AA2Q"	"TCGA-W5-AA2Q"	6.597632873	9.197348419	4.400419659	3.269288421	3.437996291
"TCGA-3X-AAVC"	"TCGA-3X-AAVC"	NA	NA	NA	NA	NA
"TCGA-W5-AA2Z"	"TCGA-W5-AA2Z"	7.614761921	10.51067166	6.430037413	5.439272023	4.147343337
"TCGA-W5-AA2T"	"TCGA-W5-AA2T"	5.763586625	10.06752519	3.438936317	2.990966891	2.640650018
"TCGA-W5-AA39"	"TCGA-W5-AA39"	7.11417224	11.13953472	4.195162197	2.81530593	2.342436456
"TCGA-W5-AA33"	"TCGA-W5-AA33"	8.575173649	11.98941138	7.128949333	6.228562908	7.500051452
"TCGA-3X-AAVB"	"TCGA-3X-AAVB"	7.175921033	11.97489277	7.440798395	6.297283158	5.796760736
"TCGA-YR-A95A"	"TCGA-YR-A95A"	8.085458064	10.59709205	5.61539229	4.273113597	5.211370692
"TCGA-ZH-A8Y8"	"TCGA-ZH-A8Y8"	7.916693891	11.61449055	7.390714692	6.124066381	7.313925326
"TCGA-W5-AA2R"	"TCGA-W5-AA2R"	9.104473625	12.53717901	7.972288688	6.483965043	8.46236562
"TCGA-3X-AAVE"	"TCGA-3X-AAVE"	8.713483213	12.83455172	7.899644764	6.701410205	7.582838317
"TCGA-ZH-A8Y6"	"TCGA-ZH-A8Y6"	8.385132552	9.869581857	4.991361141	3.91376504	2.186961852
"TCGA-WD-A7RX"	"TCGA-WD-A7RX"	9.030734099	12.4545381	7.383549029	6.171476526	8.049967904
"TCGA-W5-AA31"	"TCGA-W5-AA31"	7.641550926	10.93248218	6.793013488	6.050684064	5.289765676
"TCGA-W5-AA2U"	"TCGA-W5-AA2U"	8.214176132	12.35370413	6.401059178	4.714018448	6.050633334
"TCGA-W5-AA2G"	"TCGA-W5-AA2G"	7.92213549	11.7628	7.506262918	6.342948178	6.466806343
"TCGA-ZD-A8I3"	"TCGA-ZD-A8I3"	6.672019559	10.02061371	5.284408337	4.056557937	3.887148008
"TCGA-W5-AA34"	"TCGA-W5-AA34"	6.20067453	11.73806194	6.18652823	4.909410586	4.358699499
"TCGA-ZU-A8S4"	"TCGA-ZU-A8S4"	9.226256955	12.63202949	8.701662798	6.910054804	6.233148053
"TCGA-W5-AA2H"	"TCGA-W5-AA2H"	11.03251893	14.43931153	8.697174208	6.838185572	10.95183533
"TCGA-VS-A9U5"	"TCGA-VS-A9U5"	8.180220802	11.35232336	7.28445197	5.408027767	7.718315977
"TCGA-VS-A9V0"	"TCGA-VS-A9V0"	5.898348935	11.74378244	3.842139912	2.68713173	2.501927346
"TCGA-VS-A9UQ"	"TCGA-VS-A9UQ"	6.433191408	12.27998973	4.59638647	3.407281288	5.407689399
"TCGA-ZJ-AAXN"	"TCGA-ZJ-AAXN"	7.056185686	12.87374206	6.158257988	4.699466354	5.763644416
"TCGA-ZJ-AAX8"	"TCGA-ZJ-AAX8"	8.248494179	11.55235407	7.078355353	6.060027453	7.352637441
"TCGA-XE-AAO6"	"TCGA-XE-AAO6"	9.2726602	11.62970232	8.744402381	5.995882713	8.215890623
"TCGA-XY-A89B"	"TCGA-XY-A89B"	10.03990957	14.19763302	10.51061032	8.559649035	9.819552251
"TCGA-WZ-A7V4"	"TCGA-WZ-A7V4"	9.865593559	12.5512701	8.989199474	6.934573066	9.257481693
"TCGA-YU-A90Y"	"TCGA-YU-A90Y"	9.267109022	12.24383283	8.89504965	7.051828134	7.516573944
"TCGA-4K-AA1G"	"TCGA-4K-AA1G"	8.144096259	11.46983815	7.324087233	6.034804426	7.263715976
"TCGA-XE-A9SE"	"TCGA-XE-A9SE"	9.276054667	12.57617316	9.261950687	7.222773776	8.471268237
"TCGA-XY-A8S2"	"TCGA-XY-A8S2"	8.070956256	10.91189158	7.333778487	5.5435835	7.09964969
"TCGA-XE-AAOB"	"TCGA-XE-AAOB"	10.45260233	14.2429583	10.57308555	8.303333847	9.954745015
"TCGA-XE-AANI"	"TCGA-XE-AANI"	7.967617578	11.2763782	6.581923072	5.254259682	5.941080756
"TCGA-YU-A90W"	"TCGA-YU-A90W"	8.331339219	11.2924765	7.298881091	6.1150238	7.352867816
"TCGA-WZ-A7V5"	"TCGA-WZ-A7V5"	9.165609182	12.4892156	8.803664828	7.319642356	8.818061818
"TCGA-VF-A8AD"	"TCGA-VF-A8AD"	9.229090354	12.93280037	9.488852604	7.433803448	8.387245282
"TCGA-XE-AANR"	"TCGA-XE-AANR"	8.586879462	12.00142247	8.030772678	6.5472326	7.340449414
"TCGA-SN-A84Y"	"TCGA-SN-A84Y"	7.327239576	10.31792362	7.400169304	5.508068049	5.811639326
"TCGA-XE-AAOD"	"TCGA-XE-AAOD"	10.01499925	12.99017642	9.019610629	7.033126512	9.376493551
"TCGA-S6-A8JX"	"TCGA-S6-A8JX"	6.224977811	9.379700371	5.224433715	5.078923284	4.587796205
"TCGA-XY-A9T9"	"TCGA-XY-A9T9"	9.610430079	12.19998756	8.784400143	6.607542232	9.155400018
"TCGA-2X-A9D5"	"TCGA-2X-A9D5"	9.336031267	12.97510219	9.128992079	7.436120734	8.871448742
"TCGA-SB-A6J6"	"TCGA-SB-A6J6"	9.143357442	12.44704844	8.341204875	6.81743103	9.044780811
"TCGA-SN-A84X"	"TCGA-SN-A84X"	8.454641159	12.27472211	7.952684722	6.558662415	7.433992095
"TCGA-VF-A8A8"	"TCGA-VF-A8A8"	6.117864006	9.501171795	6.29840516	5.152015703	4.369278276
"TCGA-VF-A8AC"	"TCGA-VF-A8AC"	10.24448045	12.3465998	8.045242171	6.485515479	8.93794091
"TCGA-W4-A7U2"	"TCGA-W4-A7U2"	8.794650931	11.52502268	8.148548051	6.424407311	7.969237219
"TCGA-2G-AAM4"	"TCGA-2G-AAM4"	6.97119199	10.53498742	6.955203605	4.925282974	5.167287742
"TCGA-X3-A8G4"	"TCGA-X3-A8G4"	9.591541299	12.88210937	9.608919022	7.785613401	8.5301162
"TCGA-S6-A8JW"	"TCGA-S6-A8JW"	8.878801388	11.24850369	8.475294987	6.646929471	7.541155886
"TCGA-S6-A8JY"	"TCGA-S6-A8JY"	7.830936008	11.3871646	8.062503505	6.339983798	7.022945309
"TCGA-2X-A9D6"	"TCGA-2X-A9D6"	9.628111089	12.55542133	8.677571763	6.788609272	8.732547251
